f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,label
0.0242634,0.0450607,0.0259965,0.0155979,0.0363951,0.0311958,0.0467938,0.0363951,0.0363951,0.0311958,0.0311958,0.034662,0.0225303,0.0415945,0.0311958,0.0277296,0.0294627,0.0415945,0.0242634,0.0415945,0.0467938,0.0138648,0.0415945,0.0363951,0.0329289,0.0450607,0.0398614,0.0103986,0.0519931,0.0259965,2
0.0260521,0.0440882,0.0440882,0.0420842,0.0240481,0.0300601,0.00601202,0.0521042,0.0280561,0.0521042,0.00801603,0.0220441,0.0220441,0.0400802,0.0360721,0.0220441,0.0541082,0.0360721,0.0300601,0.0420842,0.0320641,0.0220441,0.0460922,0.0140281,0.0360721,0.0440882,0.0541082,0.0200401,0.0280561,0.0420842,2
0.0226843,0.047259,0.0340265,0.0453686,0.026465,0.0434783,0.0113422,0.047259,0.026465,0.0453686,0.0170132,0.0340265,0.0321361,0.047259,0.0302457,0.0226843,0.0340265,0.026465,0.0359168,0.0396975,0.0321361,0.0151229,0.0340265,0.0170132,0.0453686,0.0491493,0.0359168,0.0151229,0.0302457,0.0567108,2
0.038817,0.0443623,0.0369686,0.0499076,0.0240296,0.038817,0.0147874,0.0665434,0.0369686,0.0462107,0.00924214,0.0277264,0.025878,0.0425139,0.0314233,0.0184843,0.0406654,0.0406654,0.0314233,0.0443623,0.0295749,0.0147874,0.0369686,0.00924214,0.0277264,0.0406654,0.0332717,0.0221811,0.0240296,0.051756,2
0.0383912,0.047532,0.0274223,0.0548446,0.0274223,0.0274223,0.0201097,0.0585009,0.0402194,0.0420475,0.0146252,0.0219378,0.0329068,0.0383912,0.0255942,0.0164534,0.0347349,0.047532,0.0274223,0.0420475,0.0292505,0.0146252,0.0457038,0.0182815,0.0383912,0.0347349,0.0438757,0.0255942,0.0274223,0.0365631,2
0.0434783,0.0453686,0.0396975,0.0567108,0.0283554,0.0283554,0.0245747,0.047259,0.0321361,0.0491493,0.020794,0.0302457,0.0321361,0.0491493,0.0321361,0.0170132,0.0453686,0.0378072,0.026465,0.0434783,0.0245747,0.0113422,0.0378072,0.00378072,0.0226843,0.0302457,0.0548204,0.026465,0.0170132,0.0415879,2
0.0298013,0.031457,0.044702,0.0612583,0.0198676,0.0413907,0.0231788,0.0629139,0.0231788,0.0248344,0.0165563,0.0298013,0.0397351,0.0331126,0.0281457,0.00993378,0.0430464,0.031457,0.0380795,0.0264901,0.0264901,0.013245,0.0281457,0.044702,0.0364238,0.0480132,0.044702,0.031457,0.0182119,0.0496689,2
0.0280992,0.0380165,0.0528926,0.0561983,0.0280992,0.0264463,0.0214876,0.0479339,0.0297521,0.0231405,0.014876,0.0280992,0.0247934,0.0429752,0.0214876,0.0214876,0.046281,0.0512397,0.0280992,0.014876,0.0446281,0.0132231,0.0413223,0.0297521,0.0380165,0.0413223,0.0413223,0.0347107,0.0231405,0.046281,2
0.0406886,0.028169,0.056338,0.028169,0.0203443,0.0438185,0.0172144,0.0375587,0.0219092,0.0312989,0.0156495,0.0312989,0.028169,0.0532081,0.0250391,0.0172144,0.0438185,0.0485133,0.0328638,0.0250391,0.028169,0.0109546,0.0328638,0.0375587,0.029734,0.0594679,0.0391236,0.0359937,0.0328638,0.0469484,2
0.0366972,0.0321101,0.0565749,0.0458716,0.0198777,0.030581,0.0168196,0.0474006,0.0244648,0.0336391,0.0152905,0.0366972,0.030581,0.0382263,0.0198777,0.0275229,0.0412844,0.0366972,0.029052,0.0198777,0.0366972,0.0137615,0.0565749,0.0382263,0.030581,0.0412844,0.0366972,0.030581,0.0259939,0.0504587,2
0.044374,0.0332805,0.0427892,0.0427892,0.0285261,0.0380349,0.0237718,0.0316957,0.022187,0.0269414,0.0206022,0.0396197,0.0206022,0.0364501,0.0237718,0.022187,0.0491284,0.0332805,0.0348653,0.0301109,0.0396197,0.022187,0.0427892,0.022187,0.0253566,0.0380349,0.0364501,0.0364501,0.0348653,0.0570523,2
0.0491284,0.0332805,0.0475436,0.0396197,0.0206022,0.0253566,0.0269414,0.0475436,0.0142631,0.0316957,0.0126783,0.0316957,0.0396197,0.0475436,0.0285261,0.0269414,0.0412044,0.0348653,0.0316957,0.0190174,0.0412044,0.0190174,0.0586371,0.0206022,0.0285261,0.0301109,0.0412044,0.0301109,0.0364501,0.044374,2
0.0301811,0.0261569,0.0603622,0.0321932,0.0160966,0.0261569,0.0241449,0.0462777,0.0201207,0.0241449,0.0321932,0.0503018,0.0181087,0.0462777,0.0181087,0.0342052,0.028169,0.0181087,0.0221328,0.0261569,0.0684105,0.0241449,0.0362173,0.0342052,0.0221328,0.0482897,0.0482897,0.0422535,0.028169,0.0482897,2
0.0309478,0.032882,0.0502901,0.032882,0.032882,0.0232108,0.0251451,0.0386847,0.0174081,0.0174081,0.032882,0.0309478,0.0232108,0.0386847,0.0154739,0.0386847,0.0386847,0.0174081,0.0386847,0.0290135,0.0715667,0.0212766,0.0425532,0.0348163,0.0251451,0.0425532,0.0464217,0.040619,0.0193424,0.0502901,2
0.0237154,0.0316206,0.041502,0.0434783,0.0256917,0.0217391,0.0217391,0.0434783,0.0237154,0.0217391,0.0296443,0.0494071,0.0197628,0.0573123,0.0158103,0.0355731,0.0316206,0.0177866,0.0217391,0.0316206,0.0731225,0.0197628,0.0217391,0.0296443,0.027668,0.0474308,0.0494071,0.0355731,0.0375494,0.0494071,2
0.0374532,0.0280899,0.0449438,0.0355805,0.0224719,0.0205993,0.0262172,0.0393258,0.0205993,0.0205993,0.0224719,0.0505618,0.0205993,0.0393258,0.0224719,0.0243446,0.0411985,0.0205993,0.0205993,0.0280899,0.0805243,0.0187266,0.0505618,0.0486891,0.0187266,0.0505618,0.0449438,0.0205993,0.0243446,0.0561798,2
0.037037,0.0326797,0.0479303,0.0392157,0.0283224,0.0196078,0.0305011,0.0305011,0.0261438,0.0217865,0.0261438,0.043573,0.0261438,0.0392157,0.00653595,0.0283224,0.0196078,0.0174292,0.037037,0.0305011,0.0697168,0.0239651,0.0305011,0.037037,0.0348584,0.0566449,0.0588235,0.0283224,0.0261438,0.0457516,2
0.0389222,0.0314371,0.0374252,0.0464072,0.0164671,0.0359281,0.0329341,0.0479042,0.0389222,0.0269461,0.0329341,0.0419162,0.0254491,0.0419162,0.0314371,0.00299401,0.0389222,0.0374252,0.0209581,0.0239521,0.0314371,0.0209581,0.0299401,0.0314371,0.0449102,0.0553892,0.0404192,0.0179641,0.0299401,0.0464072,2
0.0313433,0.0343284,0.0462687,0.0358209,0.019403,0.0477612,0.038806,0.0447761,0.0283582,0.0298507,0.0358209,0.0373134,0.0328358,0.0432836,0.0238806,0.0104478,0.0358209,0.0402985,0.0402985,0.0253731,0.0238806,0.0238806,0.0358209,0.0268657,0.0343284,0.0537313,0.041791,0.0104478,0.0223881,0.0447761,2
0.034632,0.024531,0.040404,0.036075,0.020202,0.033189,0.036075,0.046176,0.030303,0.037518,0.041847,0.036075,0.037518,0.047619,0.01443,0.00721501,0.046176,0.034632,0.031746,0.030303,0.015873,0.024531,0.046176,0.033189,0.021645,0.0519481,0.047619,0.020202,0.031746,0.040404,2
0.0323054,0.0337739,0.0499266,0.0543319,0.0117474,0.0293686,0.0381791,0.0381791,0.0279001,0.0264317,0.0352423,0.041116,0.0323054,0.051395,0.0161527,0.0161527,0.0455213,0.0440529,0.0176211,0.0264317,0.0220264,0.020558,0.0572687,0.0176211,0.030837,0.041116,0.0381791,0.0264317,0.030837,0.0469897,2
0.0283582,0.0298507,0.0447761,0.0492537,0.0179104,0.0238806,0.038806,0.0522388,0.0298507,0.0253731,0.0447761,0.041791,0.0313433,0.0537313,0.00895522,0.0208955,0.0567164,0.0313433,0.0238806,0.0223881,0.0134328,0.0164179,0.041791,0.0223881,0.0298507,0.0477612,0.038806,0.0298507,0.0402985,0.0432836,2
0.034413,0.0587045,0.0283401,0.0404858,0.048583,0.0242915,0.0121457,0.0404858,0.0445344,0.0242915,0.00607287,0.034413,0.0364372,0.0546559,0.0202429,0.0445344,0.0364372,0.0161943,0.01417,0.0222672,0.0506073,0.0202429,0.0546559,0.0161943,0.0182186,0.0384615,0.0506073,0.0283401,0.0404858,0.0404858,2
0.0388889,0.0592593,0.0222222,0.0425926,0.0481481,0.0314815,0.0111111,0.05,0.0185185,0.0240741,0.0111111,0.0388889,0.0259259,0.0592593,0.0277778,0.0277778,0.0462963,0.0388889,0.0148148,0.0203704,0.0444444,0.012963,0.0592593,0.0166667,0.0259259,0.037037,0.0462963,0.0388889,0.0296296,0.0314815,2
0.0353635,0.0569745,0.0255403,0.0589391,0.0491159,0.0255403,0.00589391,0.0569745,0.0353635,0.0235756,0.0117878,0.0275049,0.0353635,0.0550098,0.0255403,0.0314342,0.0373281,0.0275049,0.0137525,0.0314342,0.0373281,0.0137525,0.064833,0.0117878,0.0333988,0.0294695,0.0471513,0.0353635,0.0373281,0.0196464,2
0.0387324,0.0528169,0.0211268,0.040493,0.0598592,0.0211268,0.0105634,0.0651408,0.0369718,0.0246479,0.00704225,0.0334507,0.0352113,0.0457746,0.0299296,0.0299296,0.0352113,0.0387324,0.0158451,0.0352113,0.0457746,0.0123239,0.0422535,0.00880282,0.0316901,0.0334507,0.0598592,0.028169,0.0264085,0.0334507,2
0.0362976,0.0526316,0.0235935,0.0435572,0.0544465,0.0254083,0.00544465,0.0435572,0.0272232,0.030853,0.00725953,0.0344828,0.0344828,0.0417423,0.0290381,0.0217786,0.0417423,0.0235935,0.0217786,0.0471869,0.0580762,0.0163339,0.0344828,0.0145191,0.0290381,0.0417423,0.0544465,0.0362976,0.0399274,0.0290381,2
0.0417827,0.0724234,0.0194986,0.0501393,0.0362117,0.0278552,0.00278552,0.0696379,0.0222841,0.0306407,0.00278552,0.0389972,0.0278552,0.0557103,0.0306407,0.0139276,0.0389972,0.0278552,0.0250696,0.0362117,0.0362117,0.0111421,0.0250696,0.00557103,0.0389972,0.0278552,0.0724234,0.00557103,0.0557103,0.0501393,2
0.0450704,0.0676056,0.0366197,0.0422535,0.0309859,0.0169014,0,0.0619718,0.0366197,0.0366197,0,0.0366197,0.0394366,0.0507042,0.0309859,0.0056338,0.0591549,0.0507042,0.0253521,0.0366197,0.028169,0.0028169,0.0338028,0.0028169,0.028169,0.0366197,0.056338,0.0140845,0.0422535,0.0450704,2
0.0375723,0.0722543,0.0317919,0.0433526,0.0375723,0.0346821,0,0.0491329,0.0231214,0.0462428,0.00867052,0.0404624,0.0375723,0.0433526,0.0202312,0.017341,0.0260116,0.0404624,0.0289017,0.0289017,0.0317919,0.0115607,0.0404624,0.0144509,0.0260116,0.0346821,0.0722543,0.0115607,0.0289017,0.0606936,2
0.045584,0.0541311,0.02849,0.045584,0.037037,0.031339,0.00569801,0.0712251,0.045584,0.025641,0.002849,0.02849,0.048433,0.0512821,0.025641,0.011396,0.031339,0.039886,0.025641,0.0512821,0.037037,0.00569801,0.037037,0.00569801,0.02849,0.02849,0.0598291,0.00854701,0.02849,0.0541311,2
0.0395137,0.0607903,0.0243161,0.0455927,0.0273556,0.0425532,0.0151976,0.0547112,0.0334347,0.0334347,0.00303951,0.0303951,0.0547112,0.0425532,0.0334347,0.00607903,0.0455927,0.0334347,0.0303951,0.0425532,0.0212766,0.00607903,0.0303951,0.0151976,0.0334347,0.0273556,0.0547112,0.00911854,0.0395137,0.0638298,2
0.0247253,0.0206044,0.0480769,0.0357143,0.021978,0.0315934,0.032967,0.032967,0.0302198,0.0288462,0.0618132,0.0453297,0.0137363,0.0412088,0.0206044,0.0233516,0.0233516,0.0233516,0.0260989,0.0206044,0.032967,0.0302198,0.0590659,0.0467033,0.0370879,0.0521978,0.0357143,0.0233516,0.0453297,0.0302198,2
0.025266,0.0172872,0.0478723,0.0398936,0.0172872,0.0345745,0.0518617,0.025266,0.0319149,0.0292553,0.0744681,0.0492021,0.0146277,0.0239362,0.0132979,0.0292553,0.0212766,0.025266,0.025266,0.025266,0.0385638,0.0199468,0.0412234,0.0531915,0.0319149,0.0545213,0.0359043,0.0265957,0.0425532,0.0332447,2
0.0235602,0.0196335,0.0458115,0.0353403,0.0209424,0.0314136,0.0418848,0.0287958,0.0287958,0.026178,0.0667539,0.0379581,0.0235602,0.0327225,0.0183246,0.0274869,0.0196335,0.0222513,0.0327225,0.0235602,0.0484293,0.0209424,0.0445026,0.0484293,0.0340314,0.0549738,0.0340314,0.0235602,0.0431937,0.0405759,2
0.0291391,0.0238411,0.0503311,0.0397351,0.0172185,0.0317881,0.0516556,0.0278146,0.0317881,0.0291391,0.0768212,0.0437086,0.0198676,0.0278146,0.018543,0.0238411,0.0198676,0.0251656,0.0278146,0.0238411,0.0503311,0.0211921,0.0503311,0.0410596,0.0357616,0.0370861,0.0370861,0.0198676,0.0370861,0.0304636,2
0.0325521,0.0195313,0.0546875,0.0351563,0.0234375,0.0325521,0.0455729,0.0325521,0.0221354,0.0247396,0.0651042,0.0429688,0.015625,0.0247396,0.0234375,0.0247396,0.0286458,0.0221354,0.0338542,0.0221354,0.0507813,0.0260417,0.0598958,0.0390625,0.0338542,0.0403646,0.0351563,0.0221354,0.0364583,0.0299479,2
0.0324963,0.0236337,0.0443131,0.0369276,0.014771,0.0339734,0.0516987,0.0384047,0.028065,0.0295421,0.0531758,0.0413589,0.0236337,0.0369276,0.0265879,0.0192024,0.0192024,0.0310192,0.0251108,0.0236337,0.0472674,0.0177253,0.0443131,0.0339734,0.0472674,0.0546529,0.0413589,0.0132939,0.0413589,0.0251108,2
0.0348837,0.0290698,0.0537791,0.0363372,0.0261628,0.0377907,0.0494186,0.0305233,0.0232558,0.0305233,0.0610465,0.0377907,0.0174419,0.0276163,0.0290698,0.0232558,0.0261628,0.0290698,0.0247093,0.0203488,0.0377907,0.0174419,0.0465116,0.0319767,0.0363372,0.0537791,0.0450581,0.0218023,0.0436046,0.0174419,2
0.0413885,0.0253672,0.0493992,0.0280374,0.0186916,0.024032,0.0267023,0.0280374,0.0200267,0.024032,0.0614152,0.0493992,0.0280374,0.0413885,0.0226969,0.024032,0.024032,0.0320427,0.0253672,0.0253672,0.0520694,0.0226969,0.0520694,0.0373832,0.0427236,0.0520694,0.0333778,0.0173565,0.0373832,0.0333778,2
0.0376344,0.0255376,0.0403226,0.0228495,0.0255376,0.0322581,0.0403226,0.0430108,0.016129,0.0241935,0.063172,0.0403226,0.016129,0.0403226,0.0228495,0.0268817,0.0322581,0.0336022,0.0215054,0.0268817,0.0456989,0.0174731,0.0497312,0.0268817,0.0295699,0.0551075,0.0416667,0.0134409,0.0577957,0.030914,2
0.0327654,0.0222805,0.0484928,0.0366972,0.0209699,0.034076,0.0537353,0.0380079,0.017038,0.0275229,0.0629096,0.0275229,0.0131062,0.0458716,0.0235911,0.017038,0.034076,0.0275229,0.0183486,0.0301442,0.0471822,0.0144168,0.0498034,0.0380079,0.0327654,0.0550459,0.0432503,0.0117955,0.0445609,0.0314548,2
0.0331754,0.0331754,0.0379147,0.0521327,0.0308057,0.0331754,0.0165877,0.0308057,0.0236967,0.0402844,0.00710901,0.028436,0.0165877,0.0521327,0.0165877,0.0379147,0.049763,0.035545,0.014218,0.035545,0.035545,0.0521327,0.0616114,0.0331754,0.028436,0.0308057,0.021327,0.042654,0.028436,0.0402844,2
0.0470914,0.0249307,0.0304709,0.0360111,0.0387812,0.0304709,0.0221607,0.0415512,0.0221607,0.0304709,0.0110803,0.0221607,0.0193906,0.0387812,0.0304709,0.0415512,0.0554017,0.0387812,0.0138504,0.033241,0.0415512,0.0277008,0.0470914,0.0387812,0.033241,0.033241,0.0304709,0.0360111,0.0415512,0.0415512,2
0.0325815,0.0225564,0.0300752,0.0325815,0.0275689,0.0300752,0.0150376,0.0275689,0.0350877,0.0325815,0.0200501,0.0250627,0.0275689,0.0776942,0.0175439,0.0451128,0.0451128,0.0401003,0.0275689,0.0225564,0.0350877,0.0300752,0.0526316,0.037594,0.0250627,0.0250627,0.0325815,0.037594,0.047619,0.0426065,2
0.0182292,0.0338542,0.0625,0.0390625,0.0390625,0.0286458,0.0260417,0.0364583,0.0234375,0.0338542,0.015625,0.0286458,0.0208333,0.0546875,0.0338542,0.0572917,0.0364583,0.0286458,0.0208333,0.0182292,0.0338542,0.0286458,0.0442708,0.0208333,0.046875,0.0338542,0.0286458,0.0416667,0.0364583,0.0286458,2
0.0306122,0.0204082,0.0357143,0.0331633,0.0459184,0.0280612,0.0153061,0.0357143,0.0229592,0.0229592,0.0178571,0.0306122,0.0280612,0.0586735,0.0229592,0.0637755,0.0459184,0.0255102,0.0306122,0.0229592,0.0280612,0.0331633,0.0408163,0.0306122,0.0408163,0.0331633,0.0306122,0.0408163,0.0408163,0.0433673,2
0.0225564,0.0200501,0.037594,0.0426065,0.047619,0.0225564,0.0275689,0.0451128,0.0250627,0.0200501,0.0125313,0.0250627,0.0275689,0.0576441,0.0325815,0.0275689,0.0451128,0.0275689,0.0275689,0.0275689,0.037594,0.0451128,0.0501253,0.0275689,0.0325815,0.0225564,0.0401003,0.0451128,0.0275689,0.0501253,2
0.0459418,0.0444104,0.0398162,0.0474732,0.0245023,0.0367534,0.0245023,0.050536,0.0306279,0.0336907,0.0122511,0.0306279,0.0367534,0.0535988,0.0137825,0.0168453,0.0398162,0.0336907,0.0245023,0.0183767,0.0398162,0.00612557,0.0474732,0.0183767,0.0321593,0.0336907,0.0474732,0.0199081,0.0459418,0.050536,2
0.0386399,0.0602782,0.0370943,0.049459,0.0340031,0.0556414,0.015456,0.0463679,0.0309119,0.0463679,0.015456,0.0401855,0.0293663,0.0401855,0.0185471,0.0278207,0.0401855,0.0278207,0.0293663,0.0170015,0.0247295,0.00772798,0.0432767,0.0170015,0.0309119,0.0262751,0.0417311,0.0216383,0.0386399,0.0479134,2
0.04209,0.0522496,0.0406386,0.0377358,0.0377358,0.0464441,0.0188679,0.0507983,0.0362845,0.0275762,0.0101597,0.0261248,0.0348331,0.0551524,0.0217707,0.0188679,0.0406386,0.0449927,0.0319303,0.0275762,0.0290276,0.00870827,0.030479,0.0232221,0.0348331,0.0464441,0.0319303,0.0261248,0.0290276,0.0377358,2
0.0399408,0.0488166,0.0369822,0.0384615,0.0281065,0.0428994,0.0162722,0.0502959,0.0325444,0.0369822,0.0162722,0.0266272,0.0443787,0.0517752,0.0340237,0.0147929,0.0369822,0.0502959,0.0251479,0.0207101,0.035503,0.0192308,0.0281065,0.0192308,0.0236686,0.0517752,0.0340237,0.0162722,0.035503,0.0443787,2
0.0383912,0.0310786,0.0365631,0.023766,0.023766,0.0201097,0.0292505,0.0274223,0.0292505,0.0347349,0.0292505,0.0365631,0.0201097,0.0420475,0.0219378,0.0219378,0.0274223,0.0310786,0.0329068,0.0402194,0.0804388,0.0182815,0.0530165,0.0658135,0.0201097,0.0329068,0.0329068,0.0274223,0.0365631,0.0347349,2
0.0333333,0.0314815,0.0296296,0.0333333,0.0222222,0.0148148,0.0351852,0.0259259,0.037037,0.0259259,0.0333333,0.0425926,0.012963,0.0333333,0.0185185,0.0259259,0.0296296,0.0259259,0.0222222,0.0240741,0.0759259,0.0240741,0.0555556,0.0333333,0.0296296,0.0351852,0.05,0.0574074,0.037037,0.0444444,2
0.0245283,0.045283,0.0358491,0.0264151,0.0226415,0.0245283,0.0301887,0.0245283,0.0396226,0.0320755,0.0433962,0.0320755,0.0320755,0.0433962,0.0169811,0.0245283,0.0301887,0.0264151,0.0301887,0.0283019,0.0603774,0.0358491,0.045283,0.0320755,0.0188679,0.0339623,0.0415094,0.045283,0.0301887,0.0433962,2
0.0252918,0.0272374,0.0175097,0.0194553,0.0233463,0.0155642,0.0428016,0.0233463,0.0291829,0.0350195,0.0661479,0.0428016,0.0136187,0.0466926,0.0175097,0.0311284,0.0233463,0.0233463,0.0252918,0.0291829,0.0856031,0.0311284,0.0311284,0.0486381,0.0291829,0.0311284,0.036965,0.0525292,0.0311284,0.0447471,2
0.0320285,0.0355872,0.044484,0.024911,0.019573,0.0124555,0.0373665,0.0266904,0.0302491,0.024911,0.0462633,0.0409253,0.0177936,0.0355872,0.0213523,0.0320285,0.0355872,0.0302491,0.0320285,0.0266904,0.0587189,0.0373665,0.0409253,0.0338078,0.0231317,0.0338078,0.0409253,0.0498221,0.0320285,0.0427046,2
0.0243902,0.0260163,0.0487805,0.0341463,0.0146341,0.0357724,0.0260163,0.0341463,0.0162602,0.0276423,0.0422764,0.0471545,0.0276423,0.0373984,0.0162602,0.0373984,0.0422764,0.0357724,0.0308943,0.0178862,0.0276423,0.0260163,0.0504065,0.0211382,0.0276423,0.0422764,0.0455285,0.0308943,0.0357724,0.0699187,2
0.0299401,0.0314371,0.0404192,0.0404192,0.0164671,0.0239521,0.0284431,0.0598802,0.0179641,0.0194611,0.0299401,0.0494012,0.0149701,0.0344311,0.0179641,0.0329341,0.0329341,0.0359281,0.0284431,0.0314371,0.0329341,0.0284431,0.0523952,0.0269461,0.0254491,0.0404192,0.0479042,0.0374252,0.0389222,0.0523952,2
0.0377074,0.0301659,0.040724,0.0316742,0.0165913,0.0361991,0.0286576,0.0452489,0.0196078,0.025641,0.0361991,0.040724,0.0301659,0.0301659,0.0135747,0.0211161,0.0452489,0.0301659,0.0301659,0.0135747,0.0346908,0.0226244,0.0678733,0.0271493,0.0331825,0.0497738,0.0422323,0.0331825,0.0271493,0.0588235,2
0.0314961,0.0267717,0.0377953,0.0456693,0.0173228,0.0314961,0.0267717,0.0393701,0.0188976,0.0267717,0.0362205,0.0456693,0.0283465,0.0393701,0.015748,0.0283465,0.0330709,0.0330709,0.0314961,0.0141732,0.0346457,0.0173228,0.0614173,0.0362205,0.0267717,0.0440945,0.0377953,0.0409449,0.0251969,0.0677165,2
0.0239234,0.0271132,0.0430622,0.0350877,0.0111643,0.0287081,0.0175439,0.0430622,0.0127592,0.0255183,0.0334928,0.0334928,0.0271132,0.0366826,0.0223285,0.0287081,0.0478469,0.046252,0.0318979,0.0207337,0.0239234,0.0334928,0.062201,0.0382775,0.0207337,0.0510367,0.0414673,0.0398724,0.0350877,0.0574163,2
0.0383091,0.0396301,0.0369881,0.0303831,0.0264201,0.0303831,0.0264201,0.0290621,0.0264201,0.0317041,0.0396301,0.0330251,0.0224571,0.0594452,0.015852,0.0171731,0.0303831,0.0250991,0.0224571,0.0198151,0.0607662,0.0250991,0.0581242,0.0237781,0.0396301,0.0488771,0.0515192,0.0184941,0.0462351,0.0264201,2
0.0322165,0.0270619,0.0502577,0.0296392,0.0296392,0.0360825,0.0335052,0.0347938,0.0360825,0.0257732,0.0451031,0.0425258,0.0193299,0.0528351,0.0219072,0.0231959,0.0180412,0.0257732,0.0283505,0.0257732,0.060567,0.0270619,0.0515464,0.0309278,0.0283505,0.0451031,0.0438144,0.0206186,0.0296392,0.0244845,2
0.0376344,0.0215054,0.0497312,0.0282258,0.0241935,0.0282258,0.0362903,0.0228495,0.0255376,0.0282258,0.0403226,0.0456989,0.00806452,0.0551075,0.0201613,0.0268817,0.0268817,0.0322581,0.016129,0.0349462,0.0658602,0.0201613,0.0524194,0.0416667,0.0255376,0.0430108,0.0497312,0.0282258,0.0389785,0.0255376,2
0.0300958,0.0341997,0.0396717,0.0273598,0.0259918,0.0287278,0.0191518,0.0246238,0.0341997,0.0383037,0.0437757,0.0451436,0.0191518,0.0615595,0.0136799,0.0259918,0.0287278,0.0273598,0.0164159,0.0232558,0.0588235,0.0246238,0.0574555,0.0369357,0.0232558,0.0424077,0.0547196,0.0273598,0.0396717,0.0273598,2
0.0343461,0.0264201,0.0475561,0.0250991,0.0264201,0.0237781,0.0343461,0.0317041,0.0396301,0.0462351,0.0383091,0.0317041,0.015852,0.0422721,0.0264201,0.01321,0.0356671,0.0317041,0.0224571,0.0290621,0.0594452,0.0211361,0.0475561,0.0343461,0.0277411,0.0383091,0.0422721,0.0277411,0.0541612,0.0250991,2
