f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,label
0.0268199,0.0574713,0.0191571,0.0191571,0.0536398,0.0383142,0.045977,0.0191571,0.0306513,0.0574713,0.0306513,0.0229885,0.00383142,0.045977,0.0344828,0.091954,0.0268199,0.0229885,0.0153257,0.0229885,0.0306513,0.0229885,0.0268199,0.045977,0.0268199,0.0191571,0.0574713,0.0383142,0.0383142,0.00766284,0
0.026936,0.03367,0.020202,0.020202,0.050505,0.020202,0.043771,0.03367,0.030303,0.037037,0.03367,0.030303,0.030303,0.043771,0.040404,0.0774411,0.030303,0.03367,0.023569,0.023569,0.026936,0.020202,0.030303,0.043771,0.023569,0.023569,0.0572391,0.03367,0.037037,0.020202,0
0.0425532,0.0248227,0.0319149,0.0177305,0.035461,0.0460993,0.035461,0.0319149,0.035461,0.0460993,0.035461,0.035461,0.0177305,0.0638298,0.0283688,0.0496454,0.0390071,0.0319149,0.0248227,0.035461,0.0496454,0.0106383,0.0248227,0.0567376,0.0248227,0.0212766,0.0390071,0.0212766,0.0319149,0.0106383,0
0.037931,0.0344828,0.0275862,0.0206897,0.0448276,0.0448276,0.0310345,0.0241379,0.0206897,0.0206897,0.0310345,0.0241379,0.0137931,0.0482759,0.0206897,0.0896552,0.037931,0.0241379,0.0206897,0.0172414,0.0517241,0.0172414,0.0344828,0.0448276,0.0275862,0.0275862,0.0586207,0.0482759,0.0344828,0.0206897,0
0.0223048,0.0334572,0.0260223,0.0111524,0.0408922,0.0297398,0.0408922,0.0185874,0.0260223,0.0408922,0.0297398,0.0260223,0.0185874,0.0483271,0.0297398,0.100372,0.0260223,0.0260223,0.0148699,0.0371747,0.0408922,0.0297398,0.0483271,0.0446097,0.0185874,0.0148699,0.0557621,0.063197,0.0223048,0.0148699,0
0.0184615,0.0338462,0.0246154,0.0153846,0.0492308,0.0369231,0.0430769,0.0276923,0.0276923,0.0307692,0.0215385,0.0246154,0.0184615,0.0676923,0.0369231,0.0707692,0.0215385,0.04,0.0246154,0.0430769,0.0492308,0.0307692,0.0307692,0.0276923,0.0276923,0.0246154,0.0492308,0.0369231,0.0338462,0.0123077,0
0.0184615,0.04,0.0369231,0.0246154,0.0523077,0.0430769,0.0338462,0.0307692,0.0215385,0.0369231,0.0492308,0.0369231,0.0153846,0.0338462,0.0338462,0.0153846,0.0338462,0.0215385,0.04,0.0461538,0.0584615,0.0153846,0.0338462,0.0369231,0.0246154,0.0153846,0.0738462,0.0215385,0.0215385,0.0338462,0
0.014245,0.037037,0.034188,0.025641,0.037037,0.02849,0.034188,0.034188,0.022792,0.031339,0.037037,0.02849,0.017094,0.039886,0.022792,0.0512821,0.019943,0.025641,0.045584,0.0655271,0.0541311,0.025641,0.042735,0.031339,0.019943,0.025641,0.048433,0.037037,0.025641,0.037037,0
0.0233918,0.0467836,0.0467836,0.0292398,0.0321637,0.0292398,0.0409357,0.0233918,0.0292398,0.0321637,0.0380117,0.0526316,0.0116959,0.0380117,0.0233918,0.0497076,0.0263158,0.0175439,0.0438596,0.0467836,0.0321637,0.0350877,0.0497076,0.0263158,0.0263158,0.0204678,0.0497076,0.0292398,0.0175439,0.0321637,0
0.0145773,0.0291545,0.03207,0.0262391,0.0291545,0.0204082,0.0262391,0.0408163,0.0349854,0.0233236,0.0349854,0.058309,0.00874636,0.0466472,0.0349854,0.0553936,0.0233236,0.0233236,0.0379009,0.0379009,0.0524781,0.0262391,0.0437318,0.0233236,0.0174927,0.0262391,0.058309,0.0233236,0.0524781,0.0379009,0
0.024,0.0293333,0.0346667,0.0266667,0.0346667,0.024,0.0293333,0.0133333,0.0373333,0.0373333,0.04,0.04,0.0133333,0.0533333,0.0373333,0.0346667,0.024,0.0106667,0.0373333,0.0373333,0.0426667,0.0266667,0.056,0.048,0.024,0.032,0.0506667,0.0293333,0.04,0.032,0
0.0302198,0.0467033,0.0247253,0.0302198,0.0357143,0.0247253,0.0247253,0.0521978,0.0192308,0.032967,0.0274725,0.0302198,0.0247253,0.0302198,0.0192308,0.0934066,0.0384615,0.00274725,0.0274725,0.0247253,0.0357143,0.0274725,0.032967,0.0247253,0.0192308,0.0302198,0.0824176,0.0576923,0.0302198,0.0192308,0
0.0336134,0.0616246,0.022409,0.0196078,0.0364146,0.0280112,0.0168067,0.0308123,0.022409,0.0336134,0.0252101,0.0420168,0.0420168,0.0392157,0.0140056,0.0644258,0.0308123,0.00840336,0.022409,0.0336134,0.0364146,0.0196078,0.0280112,0.0392157,0.0336134,0.022409,0.0812325,0.0532213,0.0336134,0.0252101,0
0.026178,0.0680628,0.0209424,0.0157068,0.0418848,0.0471204,0.0340314,0.0287958,0.0235602,0.0314136,0.0157068,0.0209424,0.0209424,0.0314136,0.0287958,0.0628272,0.0340314,0.0052356,0.0183246,0.026178,0.0497382,0.026178,0.0235602,0.039267,0.0287958,0.0366492,0.0706806,0.0575916,0.0314136,0.0340314,0
0.0298507,0.0522388,0.0248756,0.0199005,0.0422886,0.0273632,0.0348259,0.0223881,0.0298507,0.0248756,0.0199005,0.0248756,0.0199005,0.0348259,0.0298507,0.0646766,0.0298507,0.0149254,0.0273632,0.0422886,0.0373134,0.0348259,0.0199005,0.0472637,0.039801,0.0248756,0.079602,0.0597015,0.0199005,0.0199005,0
0.0253521,0.0619718,0.028169,0.0225352,0.0394366,0.0253521,0.0366197,0.0197183,0.0169014,0.0309859,0.0225352,0.0225352,0.0253521,0.0253521,0.028169,0.0760563,0.0309859,0.0028169,0.0253521,0.0338028,0.0450704,0.0422535,0.0366197,0.0366197,0.0225352,0.028169,0.0816901,0.0760563,0.0197183,0.0112676,0
0.0306748,0.0613497,0.0276074,0.0153374,0.0429448,0.0306748,0.0429448,0.0184049,0.0214724,0.0490798,0.0245399,0.0245399,0.0122699,0.0429448,0.0214724,0.0644172,0.0276074,0.00306748,0.0245399,0.0429448,0.0245399,0.0306748,0.0276074,0.0337423,0.0276074,0.0337423,0.0889571,0.0582822,0.0245399,0.0214724,0
0.0437788,0.0599078,0.0391705,0.0322581,0.0345622,0.0345622,0.0414747,0.0184332,0.0299539,0.0437788,0.0483871,0.0184332,0.0184332,0.0207373,0.0184332,0.0576037,0.0230415,0.0230415,0.0299539,0.0391705,0.0253456,0.0437788,0.0253456,0.0115207,0.0368664,0.0230415,0.0599078,0.0414747,0.0391705,0.0184332,0
0.0359551,0.058427,0.0269663,0.0359551,0.0314607,0.0337079,0.0404494,0.0382022,0.0382022,0.0426966,0.0516854,0.0247191,0.0179775,0.0202247,0.0202247,0.0449438,0.0224719,0.0157303,0.0269663,0.0314607,0.0202247,0.0606742,0.0224719,0.0202247,0.0404494,0.0202247,0.0516854,0.0561798,0.0224719,0.0269663,0
0.0416667,0.0416667,0.0378788,0.0340909,0.0284091,0.0284091,0.0416667,0.0265152,0.0378788,0.0416667,0.0587121,0.0246212,0.0208333,0.0284091,0.0151515,0.0473485,0.0284091,0.0208333,0.0397727,0.032197,0.032197,0.0530303,0.0359849,0.0170455,0.0284091,0.0208333,0.0511364,0.0473485,0.0170455,0.0208333,0
0.0340502,0.0412186,0.0286738,0.0340502,0.0215054,0.0250896,0.0430108,0.0394265,0.0215054,0.0430108,0.0609319,0.0358423,0.0179211,0.0179211,0.0215054,0.0591398,0.0286738,0.0232975,0.0286738,0.0340502,0.0340502,0.0519713,0.0179211,0.016129,0.0322581,0.0268817,0.0448029,0.0698925,0.0215054,0.0250896,0
0.0351852,0.05,0.0296296,0.0296296,0.0296296,0.0333333,0.0444444,0.0222222,0.0296296,0.0462963,0.0648148,0.0222222,0.0240741,0.0240741,0.0166667,0.0462963,0.0296296,0.0166667,0.0259259,0.0388889,0.0444444,0.0444444,0.0351852,0.0166667,0.0277778,0.0185185,0.05,0.0611111,0.0203704,0.0222222,0
0.0291005,0.0449735,0.0291005,0.021164,0.021164,0.042328,0.0661376,0.0238095,0.0343915,0.0396825,0.0687831,0.047619,0.0185185,0.021164,0.015873,0.042328,0.021164,0.00793651,0.021164,0.031746,0.0238095,0.0291005,0.0238095,0.0291005,0.021164,0.0238095,0.0846561,0.042328,0.0291005,0.0449735,0
0.0371353,0.0371353,0.0185676,0.0344828,0.0291777,0.0291777,0.071618,0.0318302,0.0291777,0.0450928,0.0636605,0.0371353,0.0212202,0.0291777,0.0238727,0.0397878,0.0185676,0.0159151,0.0265252,0.0318302,0.0397878,0.0265252,0.0212202,0.0265252,0.0212202,0.0344828,0.0689655,0.0291777,0.0265252,0.0344828,0
0.0325203,0.0569106,0.0298103,0.0216802,0.0271003,0.0352304,0.0785908,0.0108401,0.0243902,0.0487805,0.0704607,0.0298103,0.0243902,0.0271003,0.0243902,0.0514905,0.0189702,0.0162602,0.0162602,0.0379404,0.0298103,0.0298103,0.0162602,0.0352304,0.0135501,0.0352304,0.0758808,0.0487805,0.0108401,0.0216802,0
0.0287958,0.0497382,0.0209424,0.026178,0.0340314,0.026178,0.0706806,0.0340314,0.0314136,0.0366492,0.0680628,0.0314136,0.0183246,0.0314136,0.0209424,0.0314136,0.013089,0.0052356,0.0183246,0.0366492,0.0314136,0.0471204,0.0209424,0.026178,0.0209424,0.0340314,0.0706806,0.0602094,0.0209424,0.0340314,0
0.0259067,0.0518135,0.015544,0.0207254,0.0259067,0.0336788,0.0958549,0.0233161,0.0259067,0.0492228,0.0595855,0.0233161,0.0233161,0.0284974,0.0181347,0.0336788,0.0129534,0.0207254,0.0129534,0.0336788,0.0388601,0.0492228,0.0259067,0.0233161,0.0207254,0.0259067,0.0751295,0.0414508,0.0259067,0.0388601,0
0.0389972,0.0278552,0.0306407,0.0250696,0.0584958,0.0250696,0.0334262,0.0111421,0.0167131,0.0334262,0.0445682,0.0334262,0.0139276,0.0334262,0.0111421,0.0724234,0.0194986,0.0167131,0.0250696,0.0334262,0.0473538,0.0306407,0.0334262,0.0417827,0.0389972,0.0306407,0.0752089,0.0445682,0.0222841,0.0306407,0
0.0294118,0.0481283,0.026738,0.0160428,0.0347594,0.026738,0.0588235,0.0320856,0.013369,0.0294118,0.0374332,0.0320856,0.0160428,0.0374332,0.0240642,0.0668449,0.0160428,0.0213904,0.026738,0.0427807,0.0614973,0.026738,0.0481283,0.0347594,0.0374332,0.026738,0.0748663,0.0374332,0.00802139,0.00802139,0
0.0209424,0.0418848,0.0314136,0.026178,0.0471204,0.0235602,0.0366492,0.013089,0.0183246,0.0314136,0.039267,0.0418848,0.0104712,0.0314136,0.0183246,0.0759162,0.0026178,0.0287958,0.0287958,0.026178,0.052356,0.0340314,0.0418848,0.0497382,0.0340314,0.026178,0.0732984,0.0418848,0.0287958,0.0235602,0
0.0245902,0.0355191,0.0355191,0.0191257,0.0327869,0.0218579,0.0382514,0.0191257,0.0300546,0.0300546,0.0382514,0.0355191,0.0136612,0.0327869,0.0191257,0.0846995,0.0163934,0.0136612,0.0327869,0.0355191,0.057377,0.0245902,0.0300546,0.0355191,0.0382514,0.0437158,0.0737705,0.0491803,0.0273224,0.010929,0
0.0219178,0.0356164,0.0273973,0.0356164,0.0328767,0.0356164,0.0465753,0.0410959,0.030137,0.0356164,0.0383562,0.0356164,0.0109589,0.0164384,0.0191781,0.0821918,0.0164384,0.0246575,0.0356164,0.0246575,0.0410959,0.030137,0.0328767,0.0465753,0.0273973,0.0164384,0.0739726,0.0575342,0.0136986,0.0136986,0
0.0221729,0.0465632,0.0332594,0.0266075,0.0266075,0.0332594,0.0266075,0.0354767,0.0310421,0.0332594,0.0509978,0.0310421,0.0221729,0.0266075,0.0266075,0.0332594,0.0243902,0.0110865,0.0266075,0.0266075,0.0465632,0.0532151,0.0288248,0.0288248,0.0465632,0.0421286,0.0620843,0.0421286,0.0354767,0.0199557,0
0.027088,0.0428894,0.0474041,0.027088,0.027088,0.0474041,0.0361174,0.0180587,0.027088,0.0225734,0.0586907,0.0361174,0.00677201,0.0406321,0.0248307,0.03386,0.0158014,0.013544,0.0361174,0.0361174,0.0428894,0.0474041,0.03386,0.0180587,0.0406321,0.0316027,0.0722348,0.0316027,0.03386,0.0225734,0
0.0205479,0.0547945,0.0388128,0.0182648,0.022831,0.0342466,0.0182648,0.0273973,0.0159817,0.0319635,0.0479452,0.0296804,0.0114155,0.0365297,0.0205479,0.0570776,0.0205479,0.0273973,0.0410959,0.0273973,0.0388128,0.0410959,0.0182648,0.0273973,0.0410959,0.0273973,0.0821918,0.0570776,0.0342466,0.0296804,0
0.029724,0.0530786,0.0382166,0.0233546,0.029724,0.029724,0.0127389,0.0254777,0.029724,0.0403397,0.0382166,0.0360934,0.00849257,0.044586,0.0191083,0.0403397,0.0169851,0.0233546,0.0318471,0.0276009,0.0382166,0.0424628,0.0276009,0.0360934,0.0403397,0.0382166,0.0764331,0.0382166,0.0318471,0.0318471,0
0.0406321,0.0474041,0.0406321,0.0225734,0.0293454,0.0406321,0.0158014,0.027088,0.0225734,0.0316027,0.0361174,0.0225734,0.013544,0.0361174,0.0158014,0.0383747,0.0225734,0.0158014,0.027088,0.0474041,0.0586907,0.0428894,0.0225734,0.03386,0.0361174,0.0248307,0.0835214,0.0383747,0.0361174,0.0293454,0
0.0223214,0.0535714,0.0223214,0.0178571,0.0446429,0.0446429,0.0133929,0.0267857,0.0535714,0.03125,0.0491071,0.0178571,0.0223214,0.0535714,0.03125,0.0848214,0.0401786,0.0223214,0.0223214,0.0267857,0.0178571,0.0223214,0.0535714,0.0535714,0.0178571,0.0223214,0.0535714,0.0178571,0.03125,0.00892857,0
0.0275591,0.0629921,0.023622,0.00393701,0.0511811,0.0354331,0.023622,0.0314961,0.0590551,0.0511811,0.0275591,0.023622,0.011811,0.0629921,0.019685,0.0590551,0.0354331,0.0354331,0.019685,0.019685,0.0275591,0.023622,0.0393701,0.0314961,0.023622,0.0511811,0.0511811,0.015748,0.0314961,0.019685,0
0.0338983,0.059322,0.0211864,0.0254237,0.059322,0.0254237,0.0338983,0.0381356,0.059322,0.0423729,0.0254237,0.0423729,0.0169492,0.0635593,0.0169492,0.0550847,0.0423729,0.0254237,0.0127119,0.0169492,0.0211864,0.0254237,0.0423729,0.0381356,0.0169492,0.029661,0.0423729,0.0127119,0.0381356,0.0169492,0
0.0456432,0.0497925,0.0248963,0.0124481,0.0414938,0.0497925,0.0373444,0.0248963,0.0497925,0.0539419,0.033195,0.0373444,0.0165975,0.0622407,0.0207469,0.0788382,0.033195,0.0290456,0.0165975,0.0165975,0.0290456,0.033195,0.033195,0.0290456,0.0248963,0.0290456,0.0373444,0.0124481,0.0373444,0,0
0.0322581,0.0322581,0.0282258,0.0201613,0.0524194,0.0443548,0.0322581,0.0241935,0.0604839,0.0483871,0.0403226,0.0322581,0.00806452,0.0403226,0.0201613,0.0685484,0.0403226,0.0443548,0.016129,0.016129,0.0282258,0.0524194,0.0362903,0.0322581,0.0282258,0.0201613,0.0483871,0.0201613,0.0201613,0.0120968,0
0.0163265,0.044898,0.0285714,0.0244898,0.044898,0.0285714,0.0367347,0.0326531,0.0489796,0.0285714,0.0571429,0.0285714,0.0204082,0.0571429,0.0244898,0.0612245,0.0408163,0.0367347,0.0163265,0.00816326,0.0204082,0.0408163,0.0530612,0.0571429,0.0285714,0.0163265,0.0571429,0.0163265,0.0204082,0.00408163,0
0.0338983,0.0402542,0.0572034,0.0360169,0.0275424,0.0233051,0.0233051,0.0338983,0.0317797,0.0233051,0.00635593,0.0423729,0.0233051,0.0423729,0.0169492,0.0487288,0.0360169,0.0211864,0.0233051,0.0317797,0.0466102,0.0211864,0.0614407,0.0338983,0.0338983,0.0423729,0.0275424,0.0254237,0.0444915,0.0402542,0
0.0319149,0.0446808,0.0446808,0.0276596,0.0255319,0.0234043,0.0170213,0.0382979,0.0255319,0.0319149,0.0106383,0.0468085,0.0106383,0.0446808,0.0234043,0.0276596,0.0276596,0.0276596,0.0255319,0.0340426,0.0574468,0.0191489,0.0680851,0.0319149,0.0255319,0.0468085,0.0361702,0.0361702,0.0617021,0.0276596,0
0.0332594,0.0332594,0.0532151,0.0310421,0.0288248,0.0266075,0.0155211,0.0554324,0.0354767,0.0177384,0.0199557,0.0421286,0.0199557,0.0643016,0.0266075,0.0532151,0.0288248,0.0266075,0.0221729,0.0155211,0.0399113,0.0199557,0.0554324,0.0266075,0.0310421,0.0465632,0.0399113,0.0310421,0.0332594,0.0266075,0
0.0409836,0.0430328,0.0389344,0.022541,0.0307377,0.0245902,0.0245902,0.0307377,0.0348361,0.0204918,0.0204918,0.0471311,0.0163934,0.0430328,0.0307377,0.0430328,0.0266393,0.0286885,0.0245902,0.0266393,0.0409836,0.0266393,0.0614754,0.0389344,0.0348361,0.0368852,0.0348361,0.0368852,0.0348361,0.0348361,0
0.029106,0.035343,0.031185,0.022869,0.033264,0.018711,0.029106,0.039501,0.04158,0.014553,0.010395,0.037422,0.02079,0.0623701,0.033264,0.043659,0.029106,0.029106,0.024948,0.02079,0.0498961,0.029106,0.0519751,0.029106,0.037422,0.0519751,0.033264,0.024948,0.047817,0.037422,0
0.0213904,0.0534759,0.0240642,0.026738,0.0374332,0.0213904,0.0828877,0.0320856,0.0294118,0.0347594,0.0454545,0.0320856,0.0187166,0.0213904,0.0160428,0.0614973,0.0213904,0.0106952,0.0187166,0.0320856,0.0320856,0.0508021,0.0213904,0.0294118,0.0187166,0.0160428,0.0802139,0.0508021,0.0187166,0.040107,0
0.0247934,0.0550964,0.0275482,0.0275482,0.0385675,0.0220386,0.0661157,0.0358127,0.0192837,0.0358127,0.0385675,0.0275482,0.0165289,0.0192837,0.0247934,0.0523416,0.030303,0.0110193,0.0165289,0.0495868,0.0137741,0.0661157,0.030303,0.0247934,0.0192837,0.0220386,0.0716253,0.0578512,0.0137741,0.0413223,0
0.0245902,0.0437158,0.0245902,0.0273224,0.0300546,0.0300546,0.0819672,0.0273224,0.0327869,0.0327869,0.0491803,0.0273224,0.0136612,0.0273224,0.0136612,0.057377,0.0245902,0.0136612,0.0382514,0.0464481,0.0191257,0.0628415,0.0245902,0.00819672,0.0191257,0.0191257,0.079235,0.0710382,0.00546448,0.0245902,0
0.0288714,0.0472441,0.0314961,0.0262467,0.0262467,0.0288714,0.102362,0.0262467,0.0288714,0.0393701,0.0524934,0.0209974,0.0131234,0.0288714,0.0209974,0.0446194,0.023622,0.0131234,0.0314961,0.0498688,0.0209974,0.0524934,0.0262467,0.0183727,0.015748,0.015748,0.0787402,0.0524934,0.00787402,0.0262467,0
0.0243243,0.0486486,0.027027,0.027027,0.0351351,0.0243243,0.0783784,0.027027,0.0378378,0.0378378,0.0594595,0.027027,0.0216216,0.0243243,0.027027,0.0432432,0.0189189,0.0108108,0.0243243,0.0459459,0.0162162,0.0675676,0.0162162,0.027027,0.0162162,0.0162162,0.0756757,0.0648649,0.00540541,0.0243243,0
0.0227273,0.0369318,0.0227273,0.0170455,0.0397727,0.0511364,0.0369318,0.0284091,0.0227273,0.0340909,0.0170455,0.03125,0.00852273,0.0369318,0.0397727,0.0397727,0.03125,0.0227273,0.0369318,0.0369318,0.0511364,0.0142045,0.0340909,0.0653409,0.03125,0.0340909,0.0625,0.0340909,0.0397727,0.0198864,0
0.0352564,0.0705128,0.0192308,0.00961538,0.0512821,0.0448718,0.0480769,0.025641,0.0320513,0.0448718,0.0288462,0.025641,0.00641026,0.0448718,0.0352564,0.0480769,0.0160256,0.025641,0.0352564,0.0480769,0.0320513,0.0192308,0.0448718,0.0320513,0.0128205,0.0192308,0.0576923,0.0320513,0.0224359,0.0320513,0
0.0137457,0.0618557,0.0171821,0.0171821,0.0652921,0.0378007,0.0309278,0.0309278,0.0378007,0.0378007,0.0343643,0.0206186,0.0137457,0.04811,0.0446735,0.0549828,0.0274914,0.0378007,0.0274914,0.0446735,0.0378007,0.0103093,0.0274914,0.0343643,0.024055,0.0137457,0.0687285,0.0206186,0.0171821,0.0412371,0
0.0272109,0.0544218,0.0238095,0.0238095,0.0408163,0.0442177,0.0306122,0.0340136,0.0272109,0.0442177,0.037415,0.0340136,0.0136054,0.0510204,0.037415,0.047619,0.0272109,0.0272109,0.0170068,0.0442177,0.0306122,0.0170068,0.0272109,0.0238095,0.0306122,0.0204082,0.0578231,0.0204082,0.0510204,0.0340136,0
0.0202703,0.0472973,0.0236486,0.0337838,0.0506757,0.0506757,0.0304054,0.0439189,0.027027,0.0506757,0.0405405,0.0236486,0.0135135,0.0337838,0.0371622,0.0472973,0.0135135,0.0236486,0.0202703,0.027027,0.027027,0.0168919,0.0337838,0.0371622,0.0371622,0.0135135,0.0709459,0.0405405,0.0405405,0.0236486,0
0.0253521,0.0619718,0.0338028,0.028169,0.0366197,0.0225352,0.0647887,0.0309859,0.0169014,0.0478873,0.0338028,0.0197183,0.0169014,0.0309859,0.0084507,0.0366197,0.0366197,0.0112676,0.0366197,0.0450704,0.0366197,0.0591549,0.0366197,0.0197183,0.0225352,0.0169014,0.0647887,0.0422535,0.028169,0.028169,0
0.0273973,0.0547945,0.030137,0.0273973,0.0246575,0.030137,0.0493151,0.0547945,0.0246575,0.0410959,0.0465753,0.0219178,0.0109589,0.0328767,0.0246575,0.0383562,0.030137,0.0136986,0.0219178,0.0438356,0.0438356,0.0493151,0.0328767,0.0246575,0.0136986,0.0164384,0.0767123,0.0410959,0.0219178,0.030137,0
0.0262391,0.0670554,0.03207,0.0291545,0.0291545,0.0233236,0.0553936,0.03207,0.0349854,0.0349854,0.0437318,0.0349854,0.0145773,0.03207,0.0233236,0.0233236,0.0349854,0.0116618,0.0349854,0.0437318,0.0291545,0.0262391,0.0291545,0.0291545,0.0233236,0.0174927,0.104956,0.0262391,0.0233236,0.0291545,0
0.0229226,0.0573066,0.017192,0.0200573,0.0315186,0.034384,0.0544413,0.0315186,0.034384,0.0372493,0.0401146,0.0286533,0.0114613,0.0401146,0.0200573,0.0515759,0.017192,0.00859599,0.034384,0.0372493,0.0372493,0.0372493,0.025788,0.0229226,0.0286533,0.0286533,0.0802292,0.0573066,0.034384,0.017192,0
0.0337079,0.0589888,0.0196629,0.0224719,0.0280899,0.0252809,0.0674157,0.0280899,0.0308989,0.0421348,0.0561798,0.0280899,0.0224719,0.0224719,0.0224719,0.0505618,0.0224719,0.0140449,0.0280899,0.0337079,0.0477528,0.0477528,0.0308989,0.0196629,0.0168539,0.0196629,0.0758427,0.0421348,0.0168539,0.0252809,0
0.0412088,0.0384615,0.0467033,0.0357143,0.0384615,0.0357143,0.0412088,0.0192308,0.021978,0.0521978,0.0521978,0.0192308,0.021978,0.0302198,0.0192308,0.0137363,0.043956,0.0164835,0.0467033,0.0302198,0.0274725,0.0274725,0.0302198,0.0192308,0.0467033,0.021978,0.0604396,0.0412088,0.0274725,0.032967,0
0.0308789,0.04038,0.04038,0.0308789,0.0285036,0.0261283,0.0593824,0.0308789,0.0166271,0.0380048,0.0451306,0.0332542,0.0213777,0.0498812,0.023753,0.0498812,0.0332542,0.0190024,0.0213777,0.04038,0.04038,0.04038,0.0451306,0.0142518,0.0166271,0.0190024,0.0427553,0.0285036,0.0356295,0.0380048,0
0.0301205,0.0361446,0.0361446,0.0271084,0.0240964,0.0210843,0.0512048,0.0240964,0.0391566,0.0481928,0.0512048,0.0240964,0.0331325,0.0271084,0.0301205,0.0481928,0.0391566,0.0271084,0.0210843,0.0391566,0.0271084,0.0271084,0.0210843,0.0120482,0.0210843,0.0361446,0.060241,0.0331325,0.0331325,0.0512048,0
0.0393258,0.0421348,0.0393258,0.0337079,0.0337079,0.0196629,0.0617978,0.0224719,0.0196629,0.0449438,0.0477528,0.0252809,0.0140449,0.0308989,0.0224719,0.0646067,0.0252809,0.0280899,0.00842697,0.0393258,0.0337079,0.0421348,0.0224719,0.0252809,0.0140449,0.0224719,0.0617978,0.0393258,0.0252809,0.0505618,0
