f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,label
0.032316,0.037702,0.0359066,0.0233393,0.0233393,0.032316,0.0233393,0.037702,0.032316,0.0251347,0.0197487,0.0341113,0.016158,0.0448833,0.0125673,0.0305206,0.0359066,0.0359066,0.032316,0.02693,0.0628366,0.0197487,0.043088,0.0359066,0.037702,0.032316,0.0520646,0.043088,0.0359066,0.0448833,1
0.026616,0.026616,0.0361217,0.0285171,0.0228137,0.0209125,0.0304183,0.0418251,0.0190114,0.0285171,0.0418251,0.0437262,0.0095057,0.0361217,0.0114068,0.0418251,0.0285171,0.0285171,0.0285171,0.0247148,0.0475285,0.0361217,0.0684411,0.0380228,0.0304183,0.0494297,0.0456274,0.026616,0.0418251,0.039924,1
0.0305344,0.0343511,0.0458015,0.0133588,0.028626,0.0362595,0.0534351,0.0171756,0.0267176,0.0324427,0.0496183,0.0477099,0.0152672,0.0438931,0.0171756,0.0400763,0.0114504,0.0248092,0.0209924,0.0209924,0.0534351,0.028626,0.0496183,0.0400763,0.0267176,0.0496183,0.0400763,0.0324427,0.0438931,0.0248092,1
0.0297952,0.0372439,0.0297952,0.027933,0.0204842,0.0260708,0.0372439,0.0297952,0.0242086,0.0260708,0.0744879,0.0353817,0.0297952,0.0484171,0.00931099,0.0372439,0.0111732,0.0167598,0.0260708,0.027933,0.0428305,0.0353817,0.0540037,0.0521415,0.0297952,0.0465549,0.0335196,0.027933,0.0353817,0.0372439,1
0.0334646,0.0393701,0.0216535,0.0334646,0.0255906,0.0334646,0.0413386,0.0354331,0.0275591,0.0374016,0.0610236,0.0393701,0.0216535,0.0295276,0.019685,0.0255906,0.0216535,0.0275591,0.0255906,0.0255906,0.0610236,0.0255906,0.0511811,0.0374016,0.023622,0.0314961,0.0433071,0.0452756,0.0354331,0.019685,1
0.0320755,0.0358491,0.0283019,0.0396226,0.0226415,0.0188679,0.0264151,0.0245283,0.0226415,0.0377358,0.0415094,0.0415094,0.0207547,0.0283019,0.0150943,0.0509434,0.0188679,0.0264151,0.0283019,0.0245283,0.0528302,0.0245283,0.0584906,0.0264151,0.0415094,0.0509434,0.0339623,0.0396226,0.0528302,0.0339623,1
0.0219178,0.0273973,0.030137,0.030137,0.0383562,0.0465753,0.0273973,0.0246575,0.0273973,0.0191781,0.0246575,0.0493151,0.0246575,0.0547945,0.0246575,0.0547945,0.0328767,0.0246575,0.0246575,0.0438356,0.0273973,0.0219178,0.0520548,0.0410959,0.0356164,0.0273973,0.0191781,0.030137,0.0547945,0.0383562,1
0.0339426,0.0287206,0.0313316,0.0208877,0.0287206,0.0365535,0.0313316,0.0287206,0.0261097,0.0261097,0.0208877,0.0469974,0.0287206,0.0469974,0.0313316,0.0365535,0.0261097,0.0156658,0.0313316,0.0652741,0.0287206,0.0313316,0.0339426,0.0469974,0.0417755,0.0365535,0.0261097,0.0287206,0.0365535,0.0469974,1
0.0239362,0.0265957,0.0319149,0.0292553,0.037234,0.0319149,0.018617,0.037234,0.0265957,0.0345745,0.018617,0.0478723,0.018617,0.0531915,0.0265957,0.0478723,0.0345745,0.0319149,0.0292553,0.0531915,0.037234,0.0319149,0.0265957,0.0505319,0.0265957,0.0292553,0.0239362,0.0319149,0.0505319,0.0319149,1
0.0306122,0.0255102,0.0357143,0.0280612,0.0255102,0.0408163,0.0178571,0.0306122,0.0255102,0.0229592,0.0204082,0.0459184,0.0178571,0.0433673,0.0204082,0.0408163,0.0408163,0.0306122,0.0255102,0.0637755,0.0357143,0.0331633,0.0510204,0.0306122,0.0382653,0.0255102,0.0306122,0.0229592,0.0637755,0.0357143,1
0.0305556,0.0333333,0.0333333,0.0361111,0.0361111,0.0305556,0.0138889,0.0333333,0.025,0.0361111,0.0166667,0.0527778,0.0111111,0.0444444,0.025,0.0388889,0.0444444,0.025,0.025,0.0472222,0.0305556,0.0361111,0.0444444,0.0305556,0.0333333,0.0416667,0.0277778,0.0222222,0.0666667,0.0277778,1
0.0426357,0.0542636,0.0310078,0.0329457,0.0445736,0.0348837,0.0116279,0.0484496,0.0445736,0.0348837,0.0193798,0.0368217,0.0135659,0.0658915,0.0174419,0.00581395,0.0426357,0.0271318,0.0174419,0.0271318,0.0775194,0.00968992,0.0348837,0.0213178,0.0387597,0.0445736,0.0465116,0.0155039,0.0348837,0.0232558,1
0.0481283,0.0481283,0.0285205,0.026738,0.0338681,0.0338681,0.0285205,0.0445633,0.026738,0.0213904,0.0392157,0.0338681,0.026738,0.0641711,0.0196078,0.00534759,0.0374332,0.0463458,0.0196078,0.0160428,0.0552585,0.00891266,0.0392157,0.0320856,0.0338681,0.0445633,0.0481283,0.0124777,0.0427807,0.0338681,1
0.0461538,0.0529915,0.0358974,0.0239316,0.0222222,0.0393162,0.0239316,0.0358974,0.0307692,0.034188,0.0307692,0.0273504,0.0222222,0.0547009,0.0188034,0.0136752,0.0410256,0.025641,0.0222222,0.0358974,0.0632479,0.0153846,0.0376068,0.0324786,0.0444444,0.0410256,0.0393162,0.0102564,0.0307692,0.0478632,1
0.0474576,0.0525424,0.0305085,0.0423729,0.0186441,0.0508475,0.0186441,0.0355932,0.0338983,0.0237288,0.0322034,0.0389831,0.0322034,0.0389831,0.0169492,0.0220339,0.0338983,0.0288136,0.0237288,0.0271186,0.0542373,0.0152542,0.0338983,0.0305085,0.0305085,0.0338983,0.0491525,0.0288136,0.0305085,0.0440678,1
0.0383212,0.0547445,0.040146,0.0273723,0.0419708,0.0328467,0.0164234,0.0328467,0.040146,0.020073,0.0291971,0.020073,0.020073,0.0474453,0.020073,0.0255474,0.040146,0.0255474,0.0273723,0.0364963,0.0547445,0.00364964,0.0383212,0.020073,0.0419708,0.0419708,0.060219,0.0255474,0.0346715,0.0419708,1
0.0325901,0.0291595,0.0394511,0.0497427,0.0171527,0.0325901,0.0480274,0.025729,0.0137221,0.0343053,0.0394511,0.0360206,0.0171527,0.0377358,0.0291595,0.0377358,0.0480274,0.0274443,0.025729,0.0291595,0.0343053,0.0222985,0.0480274,0.0377358,0.0240137,0.0205832,0.0291595,0.0497427,0.0411664,0.0428816,1
0.030853,0.0326679,0.0362976,0.0471869,0.0181488,0.0254083,0.0453721,0.0326679,0.0127042,0.0290381,0.0399274,0.0471869,0.0163339,0.0290381,0.0199637,0.0671506,0.0326679,0.0362976,0.0254083,0.0290381,0.0326679,0.0235935,0.0381125,0.0399274,0.0181488,0.0254083,0.0399274,0.0671506,0.0381125,0.0235935,1
0.0294659,0.0276243,0.0349908,0.0515654,0.0165746,0.0257827,0.0570902,0.0239411,0.0184162,0.0405157,0.0405157,0.038674,0.014733,0.0257827,0.0331492,0.053407,0.0313076,0.0294659,0.0220994,0.0313076,0.0349908,0.0165746,0.0331492,0.0405157,0.0239411,0.0331492,0.0368324,0.0515654,0.0460405,0.0368324,1
0.0292398,0.0311891,0.0389864,0.0389864,0.0194932,0.0194932,0.0526316,0.0233918,0.0253411,0.042885,0.0311891,0.0448343,0.0155945,0.0331384,0.0253411,0.0311891,0.0253411,0.0331384,0.0311891,0.0467836,0.0350877,0.0233918,0.0389864,0.0253411,0.0292398,0.037037,0.0389864,0.0565302,0.0448343,0.0311891,1
0.0278293,0.0278293,0.0408163,0.0333952,0.0166976,0.0278293,0.0445269,0.0185529,0.0222635,0.0352505,0.038961,0.0463822,0.0166976,0.0333952,0.0166976,0.0463822,0.0315399,0.025974,0.0315399,0.038961,0.0296846,0.0315399,0.038961,0.0315399,0.0333952,0.0408163,0.0371058,0.0575139,0.0426716,0.0352505,1
0.0268741,0.029703,0.0537482,0.0311174,0.029703,0.019802,0.0410184,0.0169731,0.0325318,0.0183876,0.0509194,0.0424328,0.019802,0.0452617,0.0212164,0.0113154,0.0155587,0.0268741,0.029703,0.0381895,0.0664781,0.0212164,0.0622348,0.0311174,0.0311174,0.0480905,0.0452617,0.0240453,0.0466761,0.0226308,1
0.0282486,0.0225989,0.0536723,0.0324859,0.0324859,0.0169492,0.0437853,0.0282486,0.039548,0.0225989,0.0776836,0.0353107,0.0169492,0.0409605,0.0155367,0.0211864,0.0211864,0.0225989,0.0183616,0.0324859,0.069209,0.0240113,0.0522599,0.0381356,0.0240113,0.0353107,0.039548,0.029661,0.0409605,0.0240113,1
0.0246377,0.0231884,0.0492754,0.0246377,0.0202899,0.0275362,0.0391304,0.0246377,0.0275362,0.0275362,0.0724638,0.0405797,0.0144928,0.026087,0.0173913,0.0173913,0.026087,0.0275362,0.0217391,0.0231884,0.0782609,0.0304348,0.0536232,0.0376812,0.0289855,0.0521739,0.0434783,0.0246377,0.0492754,0.026087,1
0.0305132,0.0208044,0.0568655,0.0319001,0.0221914,0.0221914,0.0402219,0.0305132,0.0263523,0.0249653,0.0596394,0.0568655,0.0180305,0.0346741,0.0152566,0.0249653,0.0166436,0.0221914,0.0249653,0.0346741,0.0679612,0.0235784,0.0513176,0.0416089,0.036061,0.036061,0.0416089,0.0194175,0.0443828,0.0235784,1
0.0271817,0.0228898,0.0429185,0.0243205,0.0257511,0.0329041,0.0300429,0.0314735,0.0243205,0.0257511,0.0658083,0.0386266,0.0200286,0.0386266,0.0114449,0.0257511,0.0214592,0.0286123,0.0214592,0.0357654,0.0457797,0.0443491,0.0400572,0.0386266,0.0329041,0.0486409,0.0486409,0.0286123,0.0429185,0.0343348,1
0.0304114,0.0500894,0.0518784,0.0214669,0.0268336,0.0268336,0.0357782,0.0322004,0.0178891,0.019678,0.0339893,0.0447227,0.0214669,0.0339893,0.0161002,0.0143113,0.0304114,0.0322004,0.019678,0.019678,0.0644007,0.019678,0.0572451,0.039356,0.0304114,0.0661896,0.0483005,0.00894454,0.0447227,0.0411449,1
0.0410959,0.0599315,0.0410959,0.0256849,0.0410959,0.0239726,0.0273973,0.0462329,0.0205479,0.0136986,0.0359589,0.0513699,0.015411,0.0462329,0.015411,0.010274,0.0222603,0.0256849,0.0171233,0.0325342,0.0616438,0.0291096,0.0479452,0.0256849,0.0308219,0.0633562,0.0393836,0.0119863,0.0479452,0.0291096,1
0.0256849,0.0376712,0.0308219,0.0273973,0.0410959,0.0273973,0.0205479,0.0273973,0.0222603,0.0188356,0.0359589,0.0359589,0.0222603,0.0445205,0.0136986,0.0188356,0.0342466,0.0188356,0.0256849,0.0222603,0.0753425,0.0256849,0.0736301,0.0342466,0.0342466,0.0530822,0.0445205,0.0188356,0.0410959,0.0479452,1
0.041958,0.0472028,0.0367133,0.0314685,0.0314685,0.0262238,0.0174825,0.0332168,0.0244755,0.013986,0.0262238,0.0367133,0.0314685,0.0454545,0.0174825,0.0157343,0.0262238,0.020979,0.0192308,0.0244755,0.0926573,0.0244755,0.034965,0.0472028,0.0332168,0.0524475,0.0437063,0.0192308,0.0244755,0.0594406,1
0.0333333,0.045,0.0383333,0.0216667,0.0316667,0.0233333,0.00833333,0.0283333,0.025,0.0233333,0.0166667,0.0416667,0.0216667,0.0516667,0.0116667,0.0383333,0.0233333,0.0333333,0.0133333,0.035,0.09,0.0233333,0.0383333,0.0383333,0.03,0.0566667,0.0283333,0.0283333,0.0533333,0.0483333,1
0.0284698,0.0177936,0.0427046,0.0409253,0.0231317,0.0302491,0.0338078,0.0284698,0.0177936,0.0266904,0.0480427,0.0480427,0.0213523,0.0373665,0.019573,0.0177936,0.0284698,0.0124555,0.0320285,0.0355872,0.0729537,0.0231317,0.0498221,0.0427046,0.0373665,0.044484,0.0462633,0.0266904,0.044484,0.0213523,1
0.024,0.0144,0.04,0.0256,0.0224,0.0304,0.0384,0.0352,0.024,0.0272,0.0512,0.048,0.0192,0.0352,0.0256,0.0224,0.0128,0.0144,0.0288,0.0368,0.072,0.032,0.0512,0.048,0.0432,0.04,0.04,0.0336,0.0512,0.0128,1
0.0213465,0.0213465,0.047619,0.0361248,0.0229885,0.0344828,0.0295567,0.0328407,0.0262726,0.0344828,0.0509031,0.0541872,0.0147783,0.0410509,0.0164204,0.0246305,0.0197044,0.0164204,0.0246305,0.0344828,0.0640394,0.0262726,0.044335,0.0541872,0.0377668,0.0410509,0.0361248,0.0344828,0.0328407,0.0246305,1
0.0301587,0.0206349,0.0444444,0.0301587,0.031746,0.0333333,0.0333333,0.0253968,0.0285714,0.0333333,0.0349206,0.0428571,0.0190476,0.0428571,0.0238095,0.0412698,0.0238095,0.015873,0.0142857,0.0190476,0.0619048,0.0349206,0.0396825,0.031746,0.0428571,0.0555556,0.0444444,0.0333333,0.0412698,0.0253968,1
0.0308943,0.0195122,0.0373984,0.0325203,0.0260163,0.0341463,0.0341463,0.0357724,0.0227642,0.0276423,0.0390244,0.0357724,0.0178862,0.0357724,0.0146341,0.0292683,0.0260163,0.0211382,0.0211382,0.0325203,0.0585366,0.0325203,0.0292683,0.0357724,0.0439024,0.0682927,0.0455285,0.0308943,0.0487805,0.0325203,1
0.0247678,0.0154799,0.0588235,0.0309598,0.0247678,0.0232198,0.0371517,0.0294118,0.0325077,0.0201238,0.0510836,0.0495356,0.0185759,0.0402477,0.0232198,0.0201238,0.0247678,0.0185759,0.0263158,0.0294118,0.0665635,0.0325077,0.0541796,0.0402477,0.0232198,0.0417957,0.0464396,0.0325077,0.0371517,0.0263158,1
0.0334507,0.0387324,0.0369718,0.0316901,0.0422535,0.0369718,0.040493,0.0264085,0.0246479,0.0316901,0.0440141,0.0528169,0.00880282,0.0369718,0.0246479,0.0211268,0.0264085,0.0158451,0.0316901,0.0440141,0.028169,0.028169,0.0475352,0.040493,0.0369718,0.0299296,0.0510563,0.0158451,0.0492958,0.0228873,1
0.0305755,0.0539568,0.0467626,0.0305755,0.0377698,0.0269784,0.0359712,0.0251799,0.0233813,0.0323741,0.0557554,0.044964,0.0161871,0.0395683,0.0359712,0.0431655,0.0233813,0.0179856,0.0215827,0.0305755,0.0341727,0.0215827,0.0395683,0.0269784,0.0269784,0.0359712,0.0647482,0.00899281,0.044964,0.0233813,1
0.0314961,0.0433071,0.0393701,0.0137795,0.0433071,0.0295276,0.0413386,0.0216535,0.0275591,0.0216535,0.0433071,0.0590551,0.0216535,0.0314961,0.0413386,0.023622,0.023622,0.0137795,0.0354331,0.0393701,0.0374016,0.023622,0.0393701,0.0314961,0.0255906,0.0393701,0.0767717,0.015748,0.0472441,0.0177165,1
0.0373832,0.0448598,0.0485981,0.0224299,0.0373832,0.0317757,0.0392523,0.0242991,0.0299065,0.0280374,0.0373832,0.0392523,0.0130841,0.0523365,0.0280374,0.0205607,0.0130841,0.0242991,0.0373832,0.0317757,0.035514,0.0205607,0.0542056,0.0336449,0.035514,0.0224299,0.0672897,0.0168224,0.046729,0.0261682,1
0.0366599,0.0366599,0.0305499,0.0325866,0.0488798,0.0346232,0.0285132,0.0305499,0.0264766,0.0346232,0.0427699,0.0427699,0.0162933,0.0325866,0.0346232,0.0386965,0.01222,0.0244399,0.0386965,0.0386965,0.0427699,0.0142566,0.0509165,0.0366599,0.0346232,0.0285132,0.0549898,0.00610998,0.0427699,0.0264766,1
0.0203666,0.0407332,0.0427699,0.0285132,0.0264766,0.0224033,0.0346232,0.0203666,0.0448065,0.0244399,0.0386965,0.0305499,0.00814664,0.0427699,0.0224033,0.01222,0.0264766,0.0244399,0.0244399,0.0407332,0.0610998,0.0244399,0.0468432,0.0407332,0.0224033,0.0448065,0.0590631,0.0468432,0.0325866,0.0448065,1
0.0224299,0.0261682,0.0411215,0.0280374,0.0205607,0.0205607,0.035514,0.0186916,0.035514,0.0373832,0.0411215,0.046729,0.0261682,0.0411215,0.0299065,0.0392523,0.0186916,0.0261682,0.0299065,0.0299065,0.0635514,0.0242991,0.0411215,0.0429907,0.0205607,0.0280374,0.0448598,0.0411215,0.0411215,0.0373832,1
0.0289017,0.0289017,0.0346821,0.0404624,0.0211946,0.0250482,0.0423892,0.0250482,0.044316,0.0366089,0.0289017,0.0346821,0.0134875,0.0289017,0.0134875,0.0346821,0.0250482,0.0231214,0.0250482,0.044316,0.0693642,0.0289017,0.0404624,0.044316,0.0211946,0.0366089,0.0578035,0.0481696,0.0211946,0.0327553,1
0.0277228,0.0376238,0.0336634,0.0316832,0.019802,0.0217822,0.0376238,0.0336634,0.0435644,0.0455446,0.0356436,0.0277228,0.0118812,0.039604,0.0158416,0.0336634,0.0237624,0.0257426,0.0277228,0.0376238,0.0633663,0.0257426,0.0435644,0.039604,0.0178218,0.0316832,0.0534653,0.0475248,0.0277228,0.0376238,1
0.0367505,0.0348163,0.0386847,0.0193424,0.0212766,0.0232108,0.0425532,0.0290135,0.0444874,0.040619,0.0425532,0.0212766,0.00967118,0.0560928,0.0193424,0.0386847,0.0212766,0.0232108,0.0290135,0.0386847,0.0676983,0.0309478,0.0444874,0.0309478,0.0135397,0.0348163,0.0541586,0.0367505,0.0270793,0.0290135,1
0.0389972,0.0362117,0.0306407,0.0445682,0.0306407,0.0334262,0.0222841,0.0501393,0.0139276,0.0334262,0.0362117,0.0584958,0.0194986,0.0334262,0.0111421,0.0752089,0.0250696,0.0194986,0.0306407,0.0306407,0.0194986,0.0362117,0.0306407,0.0222841,0.0222841,0.0250696,0.0389972,0.0557103,0.0250696,0.0501393,1
0.0389294,0.0340633,0.0316302,0.0364963,0.0194647,0.0291971,0.0243309,0.0291971,0.0145985,0.0316302,0.026764,0.0389294,0.0218978,0.0316302,0.0170316,0.0827251,0.026764,0.0291971,0.0170316,0.0389294,0.0218978,0.0510949,0.026764,0.0218978,0.0243309,0.0291971,0.0486618,0.0705596,0.0316302,0.053528,1
0.0302267,0.0352645,0.0302267,0.0453401,0.0251889,0.0277078,0.0377834,0.0428212,0.0151134,0.0251889,0.0503778,0.0327456,0.0352645,0.0251889,0.0151134,0.0957179,0.0251889,0.00755668,0.0125945,0.0277078,0.02267,0.0478589,0.0327456,0.0251889,0.0251889,0.0302267,0.0428212,0.0604534,0.0277078,0.0428212,1
0.0349462,0.0322581,0.0349462,0.0456989,0.0322581,0.0215054,0.0241935,0.0349462,0.0188172,0.0295699,0.0322581,0.0456989,0.0188172,0.0349462,0.0349462,0.0806452,0.0376344,0.0188172,0.0107527,0.0322581,0.0241935,0.0349462,0.0215054,0.0295699,0.0215054,0.0376344,0.0349462,0.0698925,0.0241935,0.0456989,1
0.0291005,0.0291005,0.042328,0.0396825,0.026455,0.031746,0.021164,0.0291005,0.0238095,0.0291005,0.0238095,0.0291005,0.0185185,0.031746,0.026455,0.0608466,0.037037,0.0291005,0.0185185,0.026455,0.026455,0.031746,0.0238095,0.0449735,0.0238095,0.0396825,0.0396825,0.0873016,0.0291005,0.0502645,1
0.0243902,0.0406504,0.0406504,0.0352304,0.0162602,0.0298103,0.00542005,0.0352304,0.0135501,0.0189702,0.0189702,0.0650406,0.0189702,0.0352304,0.0162602,0.0406504,0.0406504,0.0243902,0.0108401,0.0271003,0.0514905,0.0216802,0.0514905,0.0271003,0.0352304,0.0623306,0.0677507,0.0406504,0.0189702,0.0650406,1
0.0233161,0.0388601,0.0414508,0.0310881,0.0259067,0.0284974,0.0207254,0.0518135,0.0259067,0.0310881,0.0259067,0.0647668,0.015544,0.0388601,0.015544,0.0310881,0.0440415,0.0233161,0.0207254,0.015544,0.0725389,0.00777202,0.0595855,0.0310881,0.0207254,0.0544041,0.0388601,0.0259067,0.0207254,0.0544041,1
0.0231362,0.0539846,0.0514139,0.0616967,0.033419,0.0359897,0.00771208,0.0539846,0.0282776,0.0282776,0.0205656,0.0462725,0.0179949,0.033419,0.0205656,0.0282776,0.0437018,0.0154242,0.0154242,0.0231362,0.0385604,0.0154242,0.0437018,0.0385604,0.0257069,0.0308483,0.0565553,0.033419,0.0231362,0.0514139,1
0.0371287,0.0544554,0.029703,0.0371287,0.0272277,0.0173267,0.00742574,0.0321782,0.0247525,0.019802,0.019802,0.049505,0.0247525,0.0420792,0.0173267,0.0371287,0.0371287,0.0148515,0.00495049,0.0222772,0.0519802,0.0247525,0.0544554,0.0346535,0.029703,0.039604,0.0618812,0.0544554,0.029703,0.0618812,1
0.0225,0.065,0.0325,0.045,0.04,0.0125,0.01,0.05,0.0175,0.0225,0.01,0.03,0.03,0.035,0.01,0.0475,0.0375,0.025,0.0125,0.0325,0.055,0.0175,0.0475,0.03,0.0325,0.035,0.065,0.055,0.0325,0.0425,1
0.0429293,0.0555556,0.0454545,0.040404,0.0328283,0.0227273,0.00505051,0.0580808,0.0328283,0.0151515,0.030303,0.040404,0.0378788,0.0252525,0.020202,0.040404,0.0353535,0.0252525,0.0176768,0.0176768,0.040404,0.0151515,0.0252525,0.0277778,0.0353535,0.0277778,0.0707071,0.040404,0.0227273,0.0530303,1
0.0162791,0.0465116,0.0488372,0.044186,0.0209302,0.0302326,0.0139535,0.0465116,0.0209302,0.0255814,0.0348837,0.0395349,0.027907,0.0186047,0.0162791,0.055814,0.0325581,0.0465116,0.0302326,0.0255814,0.0302326,0.027907,0.0488372,0.0325581,0.0186047,0.027907,0.0581395,0.0488372,0.0186047,0.0465116,1
0.0220264,0.0506608,0.030837,0.0330396,0.0286344,0.0264317,0.0110132,0.0440529,0.0220264,0.0154185,0.0242291,0.0418502,0.0220264,0.0330396,0.0220264,0.0374449,0.0396476,0.0506608,0.0264317,0.0374449,0.030837,0.0330396,0.0374449,0.0396476,0.0242291,0.0440529,0.0638767,0.0396476,0.0242291,0.0440529,1
0.0296128,0.0728929,0.0296128,0.0364465,0.022779,0.0182232,0.0250569,0.0364465,0.0250569,0.0296128,0.0318907,0.0318907,0.0182232,0.0250569,0.0113895,0.0523918,0.0410023,0.0364465,0.0410023,0.0250569,0.0205011,0.0273349,0.0410023,0.0387244,0.0182232,0.0387244,0.0615034,0.0455581,0.0250569,0.0432802,1
0.0422222,0.0711111,0.0288889,0.0511111,0.02,0.0288889,0.0222222,0.0577778,0.0244444,0.0266667,0.0133333,0.0311111,0.0288889,0.04,0.0177778,0.0222222,0.0533333,0.0333333,0.0288889,0.0355556,0.0177778,0.0244444,0.0288889,0.0311111,0.0288889,0.0355556,0.0666667,0.0355556,0.00888889,0.0444444,1
0.0456731,0.0697115,0.0384615,0.0384615,0.0240385,0.0120192,0.0264423,0.0432692,0.03125,0.0288462,0.0288462,0.0288462,0.0264423,0.0264423,0.0144231,0.0480769,0.0600962,0.0408654,0.0288462,0.0456731,0.0264423,0.0216346,0.03125,0.0264423,0.03125,0.0192308,0.0600962,0.03125,0.00721154,0.0384615,1
0.0249169,0.0282392,0.038206,0.0299003,0.038206,0.0249169,0.0348837,0.0265781,0.0199336,0.0348837,0.051495,0.0431894,0.0182724,0.0415282,0.0249169,0.013289,0.0249169,0.0116279,0.0415282,0.0315615,0.0830565,0.0215947,0.0465116,0.0498339,0.0282392,0.0315615,0.051495,0.013289,0.0448505,0.0265781,1
0.02443,0.0276873,0.034202,0.0260586,0.029316,0.0358306,0.0374593,0.0179153,0.0276873,0.0358306,0.0586319,0.0456026,0.0130293,0.0325733,0.029316,0.0211726,0.019544,0.0228013,0.0309446,0.0407166,0.0684039,0.0228013,0.0472313,0.0439739,0.02443,0.0423453,0.0504886,0.02443,0.0439739,0.0211726,1
0.0278207,0.0231839,0.0340031,0.0200927,0.0309119,0.0293663,0.0463679,0.0231839,0.0216383,0.0293663,0.0510046,0.0479134,0.00927357,0.0370943,0.0170015,0.0309119,0.0170015,0.0200927,0.0309119,0.0309119,0.0664606,0.0309119,0.0556414,0.0370943,0.0278207,0.0587326,0.0463679,0.0247295,0.0463679,0.0278207,1
0.0303514,0.0239617,0.0383387,0.0255591,0.0303514,0.0223642,0.028754,0.0207668,0.0207668,0.0383387,0.071885,0.0511182,0.014377,0.0383387,0.0207668,0.0303514,0.0191693,0.0127796,0.0335463,0.0383387,0.0782748,0.0239617,0.0479233,0.0319489,0.028754,0.0511182,0.043131,0.0223642,0.0415335,0.0207668,1
