f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,label
0.00766284,0.0153257,0.00383142,0.0114943,0.0268199,0.00766284,0.00766284,0.00383142,0.00383142,0,0.0114943,0.00766284,0,0,0.0114943,0.0114943,0.0153257,0.00383142,0.00766284,0.00766284,0.0153257,0.0268199,0.00766284,0.00766284,0.00383142,0.00383142,0.0229885,0.00383142,0.00766284,0,0.0114943,0.00766284,0.0191571,0.0114943,0.0114943,0.0153257,0.00766284,0.0114943,0.00383142,0.00766284,0.00766284,0.00766284,0.0153257,0.0229885,0.0153257,0.00383142,0.00383142,0.00383142,0.0153257,0.0153257,0.00383142,0.0114943,0.0114943,0,0.00383142,0.0153257,0.00766284,0.00383142,0.00766284,0.0114943,0,0.0153257,0.00766284,0.0114943,0.0153257,0.0114943,0.00766284,0.0114943,0.00766284,0.0153257,0.0114943,0.0114943,0,0.0114943,0.0651341,0.00766284,0.00766284,0.0191571,0,0.0114943,0.00766284,0.0114943,0.0153257,0.00766284,0.00766284,0.0268199,0.00383142,0.0114943,0.00383142,0.00383142,0.0114943,0.0344828,0.00383142,0.00383142,0.00766284,0.00383142,0.00766284,0.00383142,0.0114943,0.00383142,0
0,0.00673401,0.013468,0.00673401,0.020202,0.010101,0.00673401,0.00673401,0.010101,0.023569,0.010101,0.00673401,0.003367,0.003367,0.013468,0,0.016835,0.00673401,0.010101,0.003367,0.010101,0.010101,0.013468,0.00673401,0.00673401,0,0.030303,0.010101,0.010101,0.00673401,0.00673401,0.003367,0.016835,0.013468,0.003367,0.020202,0.013468,0.013468,0.013468,0.010101,0.016835,0.00673401,0.020202,0.010101,0.003367,0.003367,0.00673401,0.010101,0.00673401,0.00673401,0.013468,0.003367,0.023569,0,0.003367,0.010101,0.00673401,0.013468,0.00673401,0.010101,0.003367,0.00673401,0.010101,0,0.010101,0.00673401,0.00673401,0.003367,0.023569,0.010101,0,0.023569,0.010101,0.013468,0.040404,0.00673401,0.016835,0.016835,0.010101,0.013468,0.003367,0.030303,0.013468,0.00673401,0.003367,0.013468,0.003367,0.00673401,0.016835,0.00673401,0.00673401,0.010101,0.016835,0.00673401,0.003367,0.003367,0.00673401,0.003367,0.026936,0,0
0.0035461,0.0212766,0.0035461,0.0106383,0.0106383,0.0070922,0.0070922,0,0.0141844,0.0070922,0.0248227,0.0070922,0.0035461,0.0106383,0.0070922,0.0070922,0.0177305,0.0070922,0.0141844,0.0035461,0.0141844,0.0248227,0.0106383,0.0035461,0.0070922,0.0035461,0.0141844,0.0177305,0.0070922,0.0035461,0.0035461,0.0141844,0.0390071,0.0106383,0.0035461,0.0212766,0.0177305,0.0141844,0.0035461,0.0106383,0.0212766,0.0035461,0.0212766,0.0177305,0.0070922,0.0035461,0.0035461,0.0035461,0.0106383,0.0141844,0,0.0070922,0.0212766,0,0.0070922,0.0177305,0.0035461,0.0141844,0.0106383,0.0106383,0.0035461,0.0141844,0.0035461,0.0035461,0.0070922,0.0106383,0.0070922,0.0070922,0.0177305,0.0106383,0,0.0319149,0.0035461,0.0070922,0.0248227,0.0035461,0.0177305,0.0035461,0.0035461,0.0106383,0.0070922,0.0106383,0.0177305,0.0070922,0.0035461,0.0106383,0.0035461,0.0106383,0.0177305,0.0035461,0.0106383,0.0141844,0.0141844,0.0070922,0.0035461,0.0035461,0.0070922,0.0070922,0.0070922,0.0106383,0
0.00344828,0.0103448,0.00344828,0.00689655,0.0275862,0.00344828,0.00689655,0.0103448,0.00344828,0.00689655,0.0172414,0.0137931,0,0.0103448,0.0103448,0.0137931,0.0137931,0.00689655,0.0103448,0.00344828,0.00689655,0.0172414,0.00344828,0.00689655,0.00689655,0.00344828,0.0206897,0.0172414,0.0103448,0.00689655,0.0137931,0.0103448,0.0172414,0.00689655,0.00689655,0.0206897,0.0137931,0.0172414,0.0103448,0.00344828,0.0172414,0.00344828,0.0103448,0.0103448,0.00689655,0.00344828,0.0103448,0.00344828,0.0172414,0.0137931,0.0172414,0,0.0172414,0,0.0103448,0.0137931,0.00689655,0.00689655,0.00344828,0.0103448,0,0.0103448,0.0103448,0.00344828,0.0137931,0.0137931,0.00689655,0.00689655,0.0206897,0.0103448,0.0103448,0.0137931,0.00689655,0.00689655,0.0689655,0.00689655,0.0103448,0.0103448,0.00344828,0.0172414,0.00689655,0.0310345,0.00344828,0.00689655,0.00344828,0.00689655,0.00344828,0.00344828,0.0241379,0.00344828,0.00344828,0.0241379,0.00689655,0.00344828,0.00344828,0.00344828,0.00689655,0,0.0137931,0.00344828,0
0.00743494,0.00743494,0.0148699,0.00371747,0.0371747,0.00743494,0.00743494,0,0.00371747,0.0148699,0.0185874,0.00371747,0.00371747,0.0185874,0.0185874,0.00371747,0.0111524,0.00371747,0.00743494,0.00371747,0.0148699,0.0297398,0.00743494,0.0111524,0.00371747,0.0111524,0.0111524,0.0111524,0.00371747,0.0111524,0.00743494,0.0148699,0.0185874,0.0185874,0.00371747,0.0223048,0.00743494,0.0148699,0.0111524,0.00371747,0.00743494,0.00743494,0.0185874,0.0148699,0.0111524,0.00371747,0.0111524,0.00371747,0.00371747,0.0148699,0.00743494,0.00743494,0.0148699,0,0.00371747,0.0111524,0.00743494,0.00371747,0.00743494,0.0111524,0,0.00743494,0.0111524,0,0.00743494,0.0111524,0,0.00743494,0.0111524,0.0111524,0.00371747,0.0148699,0.00743494,0.00743494,0.0669145,0.00743494,0.00371747,0.00743494,0.00743494,0.0185874,0.00371747,0.0260223,0.0185874,0.00743494,0.0111524,0.0111524,0.00371747,0.00743494,0.0148699,0.00743494,0.00371747,0.0185874,0.00743494,0.00371747,0.00371747,0.00371747,0.00743494,0.00371747,0.0185874,0,0
0,0.0184615,0.0123077,0.00923077,0.0184615,0.00923077,0.00923077,0.00615385,0.00615385,0.00615385,0.0123077,0.00923077,0.00615385,0.00615385,0.0153846,0.00615385,0.0153846,0.00307692,0.00615385,0.00615385,0.0184615,0.0123077,0.0153846,0.00923077,0.0123077,0.00615385,0.0153846,0.0215385,0.0123077,0.00923077,0.0184615,0.0123077,0.0184615,0.0184615,0.00615385,0.0153846,0.00615385,0.0123077,0.0184615,0.00615385,0.00615385,0.0153846,0.0215385,0.00923077,0.00307692,0.00307692,0.0123077,0.00307692,0.00307692,0.00923077,0.00615385,0.00307692,0.0215385,0,0.0153846,0.00615385,0.00615385,0.00615385,0.00923077,0.00923077,0.00307692,0.0153846,0.0153846,0.00307692,0.00923077,0.0153846,0.00923077,0.00615385,0.00923077,0.00923077,0.00615385,0.0184615,0.00307692,0.00615385,0.04,0.0123077,0.0123077,0.00307692,0.00615385,0.0123077,0.00615385,0.00923077,0.0153846,0.00615385,0.00923077,0.00923077,0.00307692,0.00923077,0.0184615,0.00307692,0.00307692,0.0184615,0.00923077,0.0123077,0.00307692,0.00307692,0.00615385,0.00307692,0.0184615,0.00307692,0
0.00923077,0.00615385,0.00615385,0.00923077,0.00923077,0.0123077,0.00615385,0.00615385,0.00615385,0.00923077,0.0153846,0,0,0.0307692,0.00923077,0.00615385,0.0338462,0.00615385,0.00307692,0.00923077,0.00307692,0.0246154,0.00307692,0.00923077,0.0123077,0.00615385,0.0215385,0.0153846,0.00615385,0.0123077,0.00923077,0.00615385,0.0123077,0.0184615,0.0123077,0.00615385,0.0215385,0.00923077,0.0184615,0.00615385,0.00923077,0.0153846,0.0369231,0.0184615,0.00923077,0.00615385,0.0123077,0.00615385,0.0153846,0.00923077,0.0153846,0.00615385,0.00923077,0.00923077,0.00615385,0.0123077,0.0123077,0.0123077,0.00923077,0.00615385,0.00307692,0.0184615,0.00307692,0.00307692,0.00923077,0.00307692,0.00923077,0.00923077,0.00923077,0.00615385,0.0215385,0.00615385,0.00923077,0.00307692,0.0153846,0.0123077,0.0123077,0.00615385,0.00923077,0.0184615,0,0.0153846,0.00923077,0.00615385,0.00307692,0.0123077,0.00307692,0,0.00615385,0.00923077,0.0123077,0.0184615,0.00923077,0.00923077,0.00307692,0.00615385,0.00615385,0.00615385,0.00615385,0.00615385,0
0.011396,0.00854701,0.00854701,0.011396,0.019943,0.011396,0.00854701,0.00854701,0.014245,0.00854701,0.00569801,0.00854701,0,0.019943,0.011396,0.00569801,0.025641,0.00569801,0.002849,0.00854701,0.014245,0.025641,0.00854701,0.011396,0.011396,0.011396,0.011396,0.00854701,0.011396,0.00854701,0.00569801,0.011396,0.002849,0.014245,0.00569801,0.002849,0.031339,0.014245,0.011396,0.00569801,0.011396,0.00854701,0.037037,0.014245,0.00569801,0.00569801,0.011396,0.00569801,0.019943,0.014245,0.014245,0.00569801,0.014245,0.00854701,0.00569801,0.014245,0.00569801,0.014245,0.00569801,0.002849,0,0.022792,0.00569801,0.002849,0.00569801,0,0.00854701,0.011396,0.002849,0.002849,0.019943,0.00569801,0.002849,0.002849,0.042735,0.014245,0.014245,0.00569801,0.014245,0.014245,0.00569801,0.011396,0.00569801,0.00569801,0.002849,0.002849,0.002849,0,0.014245,0.00569801,0.00854701,0.014245,0.011396,0.014245,0.002849,0.00854701,0.00569801,0.002849,0.014245,0.002849,0
0.00877193,0.00584795,0.00584795,0.00877193,0.00584795,0.00877193,0.00292398,0.00584795,0.00877193,0.00584795,0.0116959,0.0146199,0,0.00877193,0.00877193,0.00292398,0.0233918,0.00584795,0.00584795,0.0116959,0.0146199,0.0175439,0.00877193,0.0175439,0.00584795,0.00292398,0.00584795,0.0263158,0.00877193,0.00584795,0.00584795,0.0116959,0.00877193,0.0204678,0.0116959,0.00877193,0.0292398,0.00584795,0.00584795,0.00877193,0.0116959,0.0233918,0.0204678,0.0116959,0.00877193,0.00584795,0.00877193,0.00877193,0,0.0146199,0.00877193,0.00584795,0.0146199,0.00877193,0.0116959,0.00877193,0.00877193,0.0146199,0.0233918,0.00292398,0.00584795,0.0116959,0.00292398,0.00584795,0.00877193,0.00877193,0.0116959,0.00584795,0.00292398,0.0116959,0.0175439,0.00584795,0.00584795,0.00877193,0.0497076,0.0175439,0.00292398,0.00877193,0.00877193,0.0175439,0.00877193,0.00877193,0.00584795,0.00584795,0.00292398,0.00877193,0.00292398,0.00584795,0.0146199,0.00584795,0.00584795,0.0233918,0.00584795,0.0233918,0.00292398,0.00877193,0.00877193,0.00292398,0.0116959,0.00292398,0
0.00874636,0.0058309,0.00874636,0.00874636,0.00874636,0.00874636,0.00291545,0.0058309,0.0145773,0.00874636,0.0058309,0.0058309,0,0.0174927,0.00874636,0.0174927,0.0204082,0.0058309,0.00874636,0.0116618,0.0116618,0.0145773,0.0116618,0.0145773,0.0116618,0,0.00291545,0.0174927,0.00874636,0.0116618,0.0116618,0.00874636,0.0116618,0.0145773,0.00874636,0,0.0233236,0.00874636,0.0058309,0.0058309,0.00874636,0.0204082,0.0262391,0.0145773,0.00291545,0.0058309,0.0058309,0.00874636,0.0116618,0.0058309,0.0233236,0.0058309,0.0145773,0.00874636,0.0058309,0.0174927,0.0058309,0.00874636,0.00874636,0.0116618,0,0.0145773,0.00291545,0.00291545,0.00291545,0.00291545,0.00291545,0.0116618,0.0145773,0.00291545,0.0174927,0.0058309,0.0116618,0.0058309,0.0524781,0.0204082,0.00874636,0.0116618,0.00874636,0.0174927,0,0.0174927,0.00874636,0.0058309,0.00291545,0.00874636,0.00291545,0.00874636,0.0116618,0.0058309,0.0058309,0.0116618,0.0058309,0.0174927,0.00291545,0.00874636,0.00874636,0.00874636,0.0204082,0.00874636,0
0.008,0.00266667,0.008,0.008,0.0133333,0.00533333,0.00533333,0,0.0133333,0.0106667,0.00533333,0.0133333,0,0.00533333,0.0133333,0.016,0.0213333,0.00266667,0.008,0.00533333,0.016,0.032,0.0186667,0.00533333,0.00533333,0,0.008,0.0266667,0.00266667,0.0186667,0.0133333,0.0133333,0.0106667,0.016,0.00533333,0.0106667,0.024,0.00533333,0.008,0.008,0.0106667,0.0186667,0.0266667,0.016,0.008,0.00533333,0.008,0.008,0.0106667,0.00266667,0.0186667,0.00533333,0.016,0,0.00533333,0.0133333,0.008,0.016,0.016,0.00533333,0.00266667,0.0133333,0.00266667,0.00266667,0.00533333,0.0106667,0.00533333,0.00533333,0.00533333,0.00533333,0.0133333,0.0106667,0.00533333,0.008,0.032,0.016,0.00266667,0.00533333,0.0106667,0.0213333,0.0106667,0.0133333,0.00533333,0.00533333,0.00533333,0.0213333,0.00533333,0.00266667,0.0106667,0.00533333,0.00533333,0.0133333,0.016,0.008,0.00266667,0.008,0.008,0.008,0.0266667,0.00266667,0
0.0137363,0,0.0192308,0.0137363,0.0302198,0,0,0.00274725,0.00824176,0.010989,0.0164835,0.00824176,0,0.010989,0.00549451,0.00824176,0.0302198,0.00549451,0.00549451,0.00549451,0.00824176,0.0164835,0.010989,0.010989,0.00549451,0.00549451,0.0164835,0,0.0164835,0.0164835,0.0164835,0.0164835,0.010989,0.00824176,0.00824176,0.00549451,0.0192308,0.0247253,0.00274725,0.00549451,0.00824176,0.00824176,0.0137363,0.0164835,0.00549451,0.00274725,0.00824176,0.010989,0.0137363,0.00549451,0.00549451,0.010989,0.010989,0,0.00549451,0.00824176,0.00824176,0.00549451,0.00824176,0.010989,0,0.010989,0.0192308,0.00549451,0.00824176,0.010989,0.00824176,0.0164835,0.00549451,0.00274725,0.00824176,0.010989,0.00549451,0.00274725,0.0467033,0.0192308,0.0192308,0.00824176,0.010989,0.00824176,0.00274725,0.021978,0.00824176,0.00549451,0.00549451,0.00549451,0.00274725,0.00824176,0.0164835,0.00824176,0.00549451,0.0384615,0.00274725,0.00824176,0.00549451,0.0137363,0.00824176,0.00549451,0.00549451,0.00549451,0
0.0112045,0.00560224,0.0168067,0.0140056,0.0252101,0.00560224,0.00560224,0.0112045,0,0.0140056,0.0112045,0.022409,0,0.00840336,0.00560224,0.0112045,0.0308123,0.00280112,0.00560224,0.00840336,0.0196078,0.022409,0.00840336,0.0252101,0.00280112,0.00280112,0.0168067,0.00560224,0.00840336,0.00840336,0.00840336,0.0196078,0.00840336,0.0112045,0.0140056,0.00560224,0.0168067,0.0140056,0.00560224,0.0112045,0.00840336,0.00840336,0.0196078,0.0140056,0.00840336,0.00280112,0.00560224,0.00840336,0.0112045,0.00560224,0.0112045,0.0112045,0.0112045,0.00280112,0.00840336,0.00560224,0.00840336,0.00560224,0.00280112,0.0112045,0.00280112,0.0140056,0.00840336,0.00840336,0.00840336,0.00840336,0.00560224,0.00560224,0.00280112,0.00280112,0.00280112,0.00560224,0.00840336,0.00280112,0.0280112,0.0140056,0.00840336,0.0196078,0.00840336,0.0112045,0.00280112,0.0196078,0.0112045,0.00560224,0.00560224,0.0168067,0.00280112,0.00840336,0.0196078,0.0112045,0.00840336,0.0336134,0.0112045,0.00560224,0.00280112,0.00560224,0.00840336,0.00840336,0.0112045,0.00280112,0
