f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,label
0.00718133,0.02693,0.016158,0.005386,0.0197487,0.00359066,0.00718133,0.0143627,0.00897666,0.00897666,0.0125673,0.0179533,0.00179533,0.0125673,0.00359066,0.016158,0.0251347,0.0125673,0.0125673,0.00718133,0.016158,0.00359066,0.00897666,0.0125673,0.00718133,0.00359066,0.00718133,0.0143627,0.00359066,0.0233393,0.00718133,0.010772,0.00897666,0.0125673,0.0125673,0.00718133,0.00897666,0.00718133,0.010772,0.00359066,0.0143627,0.00359066,0.005386,0.010772,0.005386,0.00359066,0.00359066,0.0143627,0.0179533,0.016158,0.0179533,0.005386,0.00718133,0.005386,0.016158,0.00718133,0.00897666,0.0125673,0.0233393,0.0125673,0.00179533,0.0233393,0.005386,0.010772,0.005386,0.0179533,0.00718133,0.00718133,0.0197487,0,0.005386,0.00718133,0.0125673,0,0.010772,0.010772,0.0143627,0.00359066,0.0125673,0.0143627,0.0197487,0.00718133,0.005386,0,0.00718133,0.005386,0.00359066,0.0125673,0.0125673,0.00359066,0.005386,0.0287253,0.00718133,0.00718133,0.00179533,0.00359066,0.005386,0.005386,0.016158,0.00897666,1
0.0095057,0.013308,0.0209125,0.00760456,0.0095057,0.0095057,0.00190114,0.0114068,0.00380228,0.00380228,0.00570342,0.0209125,0,0.0171103,0.00760456,0.0114068,0.0152091,0.00190114,0.00570342,0.00760456,0.00760456,0.0152091,0.0152091,0.026616,0.0095057,0.00380228,0.0095057,0.00380228,0.00570342,0.013308,0.013308,0.0114068,0.0114068,0.00570342,0.00760456,0.00760456,0.013308,0.013308,0.00570342,0.00380228,0.013308,0.0095057,0.00380228,0.00570342,0.0152091,0.00190114,0.00760456,0.0114068,0.013308,0.0095057,0.0190114,0.0190114,0.00570342,0.00760456,0.00570342,0.00570342,0.00760456,0.00570342,0.0228137,0.0209125,0.0171103,0.0095057,0.0152091,0.013308,0.00380228,0.00380228,0.0095057,0.00190114,0.00760456,0.00380228,0.0095057,0.0171103,0.00760456,0.00570342,0.0095057,0.0114068,0.0190114,0.0152091,0.0114068,0.0285171,0.0342205,0.013308,0.00380228,0,0.00570342,0.00760456,0.00380228,0.00570342,0.0095057,0.00760456,0.0095057,0.0114068,0.00570342,0.0114068,0.00190114,0.0095057,0.00380228,0.0114068,0.0114068,0.013308,1
0.0114504,0.00572519,0.0248092,0.00572519,0.0152672,0.00572519,0.0019084,0.0209924,0.0133588,0.00572519,0.00572519,0.0171756,0.0019084,0.0133588,0.00572519,0.0133588,0.0133588,0.00381679,0.00572519,0.00763359,0.00572519,0.0171756,0.00954198,0.0229008,0.0114504,0.0019084,0.00954198,0.00763359,0.00763359,0.0133588,0.0171756,0.00954198,0.00381679,0.00572519,0.00572519,0.00381679,0.0114504,0.0019084,0.00763359,0.00381679,0.00954198,0.00572519,0.00954198,0.00763359,0.0171756,0.00572519,0.00763359,0.00572519,0.0152672,0.0152672,0.0267176,0.0152672,0.019084,0.00572519,0.00954198,0.00763359,0.00572519,0.00381679,0.0114504,0.0152672,0.019084,0.0171756,0.0152672,0.00954198,0.00381679,0.00954198,0.00572519,0.0019084,0.0133588,0.00381679,0.00572519,0.00954198,0.00572519,0.0019084,0.00572519,0.0133588,0.0019084,0.0152672,0.0152672,0.0229008,0.0362595,0.0133588,0.00381679,0,0.00572519,0.00954198,0.0019084,0.00572519,0.00954198,0.00381679,0.0133588,0.0209924,0.0019084,0.0209924,0.00572519,0.00763359,0.00381679,0.00572519,0.0229008,0.0152672,1
0.00744879,0.0018622,0.0242086,0.00558659,0.0148976,0.00372439,0.0018622,0.0167598,0.00558659,0.0130354,0.00558659,0.0167598,0,0.0204842,0.00931099,0.0130354,0.0130354,0.00558659,0.0148976,0.00744879,0.00931099,0.0167598,0.0167598,0.0223464,0.0111732,0.00372439,0.00744879,0,0.0111732,0.018622,0.00558659,0.0130354,0.00931099,0.00744879,0.0130354,0.00372439,0.0148976,0.00744879,0.00558659,0.00931099,0.00931099,0.00744879,0.00372439,0.0148976,0.0242086,0.00558659,0.0130354,0.0111732,0.0148976,0.00372439,0.018622,0.018622,0.0167598,0.00558659,0.0111732,0.00744879,0.00744879,0.0111732,0.0148976,0.00931099,0.0130354,0.00931099,0.0130354,0.0260708,0.00372439,0.0111732,0.00558659,0.00931099,0.00931099,0,0.00931099,0.00744879,0.00931099,0.00372439,0.0018622,0.0111732,0.00931099,0.0111732,0.00744879,0.0242086,0.027933,0.00558659,0.0018622,0,0.00372439,0.0111732,0.00372439,0.0111732,0.00931099,0.0111732,0.00744879,0.018622,0.00372439,0.0111732,0.0018622,0.00372439,0.00372439,0.00372439,0.0148976,0.0130354,1
0.00590551,0.00590551,0.0137795,0.00590551,0.0275591,0.00590551,0.0019685,0.0275591,0.00984252,0.00787402,0.00393701,0.015748,0,0.0216535,0.00984252,0.00787402,0.0137795,0.00787402,0.00787402,0.00590551,0.0216535,0.011811,0.0177165,0.0177165,0.0137795,0.00590551,0.011811,0.00787402,0.015748,0.00984252,0.00590551,0.011811,0.00590551,0.00393701,0.00984252,0.00393701,0.0137795,0.00984252,0.00393701,0.00984252,0.0137795,0.00787402,0.0019685,0.0137795,0.0177165,0.0019685,0.011811,0.00590551,0.019685,0.00590551,0.0275591,0.00787402,0.015748,0.00590551,0.0137795,0.00984252,0.00393701,0.00590551,0.019685,0.0019685,0.00787402,0.00984252,0.015748,0.00984252,0.00393701,0.00787402,0.00787402,0.00590551,0.00984252,0.0019685,0.0137795,0.00590551,0.00590551,0.00984252,0.00787402,0.011811,0.0137795,0.00984252,0.00984252,0.011811,0.0177165,0.015748,0.0019685,0,0.011811,0.00984252,0.00393701,0.00984252,0.011811,0.00393701,0.0137795,0.0216535,0.00590551,0.00984252,0.0019685,0.0137795,0.00393701,0.00590551,0.0137795,0.00984252,1
0.00754717,0.0113208,0.0226415,0.00943396,0.0150943,0.00754717,0.00566038,0.0283019,0.00943396,0.00754717,0.00188679,0.0169811,0,0.0188679,0.00943396,0.0113208,0.0132075,0.00754717,0.0113208,0.00754717,0.0169811,0.00943396,0.0150943,0.0150943,0.00943396,0.00754717,0.00754717,0.0132075,0.00754717,0.0132075,0.00754717,0.0207547,0.00566038,0.00943396,0.0132075,0.00754717,0.0113208,0.00943396,0.00377358,0.00754717,0.00377358,0.00943396,0.00188679,0.0113208,0.0150943,0.00377358,0.0188679,0.00377358,0.0169811,0.00754717,0.0207547,0.0132075,0.00566038,0.00566038,0.00754717,0.0113208,0.00943396,0.00754717,0.0226415,0.00754717,0.00566038,0.00754717,0.0113208,0.0113208,0.00754717,0.00943396,0.0150943,0.00566038,0.00188679,0.00754717,0.00754717,0.0132075,0.0150943,0.00566038,0.0150943,0.0113208,0.00566038,0.0132075,0.0113208,0.0207547,0.0207547,0.00754717,0.00188679,0,0.00566038,0.00943396,0.00754717,0.00566038,0.0150943,0.00943396,0.00754717,0.0188679,0.00566038,0.0113208,0.00188679,0.00754717,0.00377358,0.00566038,0.00566038,0.00943396,1
0,0.0109589,0.00273973,0,0.0109589,0.00821918,0.00547945,0.0109589,0.00821918,0.0136986,0.0273973,0.0273973,0,0.0109589,0.00821918,0.0219178,0.0109589,0,0.00547945,0.0136986,0.0164384,0.00821918,0.00273973,0.0164384,0.00547945,0.00273973,0.0109589,0.0136986,0.00547945,0.0164384,0.0164384,0.0109589,0.0109589,0.0136986,0.00547945,0.00547945,0.00547945,0.00547945,0.0109589,0.00547945,0.00547945,0.0109589,0.0219178,0.0109589,0.0109589,0.00273973,0.00547945,0.0136986,0.00547945,0.0191781,0.0109589,0.00547945,0.00547945,0.00547945,0.0109589,0,0.0109589,0.0136986,0.0136986,0.0191781,0.0164384,0.0219178,0,0.0191781,0.0109589,0.00821918,0.00821918,0,0.0164384,0.00547945,0.00821918,0.0191781,0.0109589,0.00273973,0.0410959,0,0.00273973,0.00547945,0.0136986,0.0164384,0.0109589,0.0109589,0.0164384,0,0.00273973,0.00547945,0.00821918,0.00821918,0.0191781,0.00273973,0.0109589,0.0164384,0.0164384,0.0109589,0.00547945,0.00821918,0,0.00273973,0.0191781,0.00821918,1
0.0130548,0.00522193,0.00261097,0.0078329,0.0078329,0.0078329,0.0078329,0.0078329,0.00522193,0.0130548,0.0104439,0.0287206,0,0.00261097,0.00522193,0.0208877,0.0156658,0.0078329,0.0130548,0.00522193,0.0208877,0.0208877,0.00522193,0.0208877,0.00261097,0.00522193,0.0078329,0.0156658,0.0078329,0.0208877,0.0156658,0.0078329,0.0104439,0.0130548,0.0104439,0.0078329,0.0104439,0.0104439,0.0104439,0.0078329,0.0104439,0.0208877,0.0234987,0.0104439,0.00522193,0.00261097,0.0156658,0.0156658,0.00522193,0.0234987,0.0078329,0.0104439,0.0078329,0.0078329,0.00522193,0.00522193,0.00522193,0.0156658,0.00522193,0.00522193,0.0104439,0.0156658,0,0.0156658,0.0078329,0.0078329,0.00522193,0.00522193,0.0078329,0.0104439,0.00522193,0.00261097,0.0104439,0.00261097,0.0208877,0.00261097,0.00522193,0.0104439,0.0208877,0.0104439,0.0234987,0.0078329,0.0130548,0,0.00522193,0.0078329,0.00522193,0.0104439,0.0156658,0.00261097,0.0130548,0.0156658,0.0104439,0.0104439,0.00522193,0.00522193,0,0.0104439,0.0234987,0.0078329,1
0.00797872,0.00797872,0.00797872,0.00265957,0.0106383,0.0106383,0,0.00797872,0.00265957,0.00531915,0.0159574,0.0212766,0,0.0106383,0.00265957,0.0239362,0.018617,0.00531915,0.00797872,0.0132979,0.0212766,0.0132979,0.00797872,0.0212766,0.00797872,0.00797872,0.0106383,0.018617,0.00531915,0.0159574,0.0159574,0.0159574,0.0159574,0.018617,0.0132979,0.0106383,0.0239362,0.00797872,0.0106383,0.00531915,0.0106383,0.018617,0.0159574,0.0132979,0.00797872,0.00265957,0.0132979,0.00531915,0.0106383,0.0159574,0.018617,0.00797872,0,0.00531915,0.0132979,0.00265957,0.018617,0.0132979,0.018617,0,0.00531915,0.0239362,0.00265957,0.0159574,0.00531915,0.00531915,0.00797872,0.00797872,0.00531915,0.00265957,0.00797872,0.00531915,0.0132979,0,0.0159574,0.00265957,0.00797872,0.0132979,0.00797872,0.0106383,0,0.0265957,0.00797872,0,0.00531915,0.00531915,0.00265957,0.00531915,0.0132979,0.00797872,0.00531915,0.0106383,0.0239362,0.00531915,0.00531915,0.00265957,0.00265957,0.00797872,0.0212766,0.00797872,1
0.00255102,0.0102041,0.00255102,0,0.00765306,0.0178571,0.00255102,0.00765306,0.00510204,0.00255102,0.0204082,0.0127551,0.00255102,0.00765306,0.00510204,0.0255102,0.0153061,0.00510204,0.0127551,0.0127551,0.0178571,0.00255102,0,0.0280612,0.00510204,0.0102041,0.00765306,0.0127551,0.00510204,0.0204082,0.0255102,0.00510204,0.00510204,0.0204082,0.0178571,0.0127551,0.0178571,0.0153061,0.00510204,0.00510204,0.0102041,0.0153061,0.0229592,0.0127551,0.00255102,0.00255102,0.00765306,0.00765306,0.0102041,0.0153061,0.0127551,0.00510204,0,0.00765306,0.0102041,0.00255102,0.0153061,0.0153061,0.0127551,0.00510204,0.00255102,0.0204082,0.00765306,0.0229592,0.0102041,0.00765306,0.00765306,0.00510204,0.0153061,0.00765306,0.00765306,0.0102041,0.0102041,0.00255102,0.0204082,0.00510204,0.0127551,0.00765306,0.00765306,0.0178571,0.0102041,0.0127551,0.0178571,0,0.00255102,0.00765306,0.00255102,0.00765306,0.0127551,0.00255102,0.00765306,0.0153061,0.0178571,0.0153061,0.00510204,0.00510204,0,0.00765306,0.0178571,0.0102041,1
0,0.0138889,0,0.00555556,0.00555556,0.00833333,0,0.00555556,0.00833333,0.00277778,0.00555556,0.0138889,0,0.00833333,0.00277778,0.0166667,0.0111111,0.00555556,0.0138889,0.00555556,0.0111111,0.0138889,0.00555556,0.0305556,0.0111111,0.00555556,0.0138889,0.0138889,0,0.0138889,0.025,0.0166667,0.0138889,0.0166667,0.0138889,0.0138889,0.0166667,0.00833333,0.00555556,0.00277778,0.0111111,0.025,0.025,0.0194444,0.00555556,0.00277778,0.0166667,0.00833333,0.00833333,0.00833333,0.0166667,0,0.00277778,0.00833333,0.0222222,0.00277778,0.00833333,0.0166667,0.0138889,0.0111111,0.00277778,0.0111111,0.00555556,0.0138889,0.00555556,0.0138889,0.0111111,0.00555556,0.00277778,0.00833333,0.00277778,0.00833333,0.0111111,0.00277778,0.025,0.00277778,0.00555556,0.00833333,0.00833333,0.0166667,0.0194444,0.0111111,0.0194444,0.00555556,0.00277778,0.00833333,0.00277778,0.00833333,0.0222222,0,0.00833333,0.0166667,0.00833333,0.0138889,0.00555556,0.0111111,0,0.00555556,0.025,0.0138889,1
0.00581395,0.0116279,0.00193798,0.0155039,0.00193798,0.00581395,0.00775194,0.0155039,0.0135659,0.00581395,0.00581395,0.0213178,0.00581395,0.0135659,0.00193798,0.0193798,0.0213178,0.00581395,0.00581395,0.00968992,0.00968992,0.00775194,0.00581395,0.00387597,0.00775194,0.00968992,0.0116279,0.0232558,0.00775194,0.0174419,0.0135659,0.0116279,0.0290698,0.00968992,0.0155039,0.00387597,0.00387597,0.00387597,0.00775194,0.00775194,0.0135659,0.00387597,0.00387597,0.0116279,0.00775194,0.00581395,0.00775194,0.00775194,0.0213178,0.0116279,0.00775194,0.00193798,0.00968992,0.00581395,0.0213178,0.00193798,0.00581395,0.00968992,0.0174419,0.0135659,0,0.0251938,0,0.00968992,0.00581395,0.0135659,0.0155039,0.00775194,0.0135659,0.00581395,0.00775194,0.00968992,0.0174419,0.00193798,0.00193798,0.00581395,0.0193798,0.0174419,0.00775194,0.00581395,0.0232558,0.00775194,0.0174419,0.00387597,0.00193798,0.00968992,0.00775194,0.0232558,0.00968992,0.00387597,0.0174419,0.0271318,0.00775194,0.0116279,0.00193798,0.00387597,0.00775194,0.00775194,0.0155039,0.00193798,1
0.0106952,0.0196078,0,0.00891266,0.00178253,0.00891266,0.00891266,0.0142602,0.0124777,0.00891266,0.00713012,0.0231729,0.00178253,0.0178253,0.00356506,0.0213904,0.0213904,0.00891266,0.00891266,0.00891266,0.0124777,0.00534759,0.00534759,0.00713012,0.00534759,0.00891266,0.0106952,0.0249554,0.0142602,0.0213904,0.0160428,0.0124777,0.0142602,0.0106952,0.00713012,0.00713012,0.00713012,0.00178253,0.00534759,0.00713012,0.0178253,0.00178253,0.00356506,0.00356506,0.0160428,0.00356506,0.00534759,0.00713012,0.00891266,0.00713012,0.0106952,0.00534759,0.0106952,0.00534759,0.0213904,0.00713012,0.00534759,0.00713012,0.0231729,0.00891266,0,0.0160428,0.00356506,0.0213904,0.00534759,0.0142602,0.00534759,0.00356506,0.0124777,0.00356506,0.00713012,0.0124777,0.0231729,0.00356506,0.00178253,0.00713012,0.0213904,0.0160428,0.00713012,0.00891266,0.0196078,0.0106952,0.0124777,0.00356506,0.00534759,0.0124777,0.00713012,0.00891266,0.00891266,0.00356506,0.0106952,0.030303,0.0142602,0.0124777,0.00356506,0.00534759,0.00356506,0.00891266,0.0160428,0.00534759,1
