f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,label
0.00866551,0.0103986,0.0034662,0.0017331,0.0017331,0.0138648,0.00866551,0.00866551,0.00866551,0.0103986,0.017331,0.0225303,0.0103986,0.0138648,0.0138648,0.0242634,0.00866551,0.0103986,0.0207972,0.00693241,0.0190641,0.0155979,0.0103986,0.0138648,0.0034662,0.00519931,0.00693241,0.0138648,0.0034662,0.0138648,0.00866551,0.00866551,0.017331,0.017331,0.00519931,0.0121317,0.0103986,0.0017331,0.0103986,0.00866551,0.0121317,0.0017331,0.0207972,0.0155979,0.00693241,0.0017331,0.00519931,0.00519931,0.0121317,0.0121317,0.0121317,0.00693241,0.0103986,0.0034662,0.0138648,0.0034662,0.0121317,0.0103986,0.00866551,0.00693241,0.00693241,0.00866551,0.00693241,0.0103986,0.0034662,0.00693241,0.00519931,0.00693241,0.0138648,0.00866551,0.00693241,0.0155979,0.00693241,0.00519931,0.0190641,0.0121317,0.0103986,0.0138648,0.00693241,0.0121317,0.0242634,0.017331,0.0138648,0,0.0017331,0.00866551,0.00693241,0.0121317,0.0103986,0.00866551,0.00693241,0.0259965,0.017331,0.0121317,0.0017331,0.0017331,0.00519931,0.00519931,0.0190641,0,2
0.00801603,0.0140281,0.00200401,0.012024,0.00601202,0.00400802,0.00801603,0.00200401,0.00400802,0.0140281,0.00801603,0.0360721,0.00601202,0.00200401,0.00601202,0.0220441,0.0140281,0.00200401,0.0140281,0.00400802,0.0200401,0,0.00601202,0.00400802,0.01002,0.00801603,0.0140281,0.0140281,0.012024,0.0320641,0.01002,0.01002,0.00601202,0.00601202,0.00200401,0.01002,0.01002,0.00801603,0.00400802,0.012024,0.01002,0.012024,0.00601202,0.0140281,0.00801603,0.00200401,0.0140281,0.01002,0.00400802,0.0240481,0.00200401,0,0,0.00200401,0.0160321,0.00200401,0.00601202,0.01002,0.0140281,0.00400802,0.00400802,0.0180361,0,0.00601202,0.0160321,0.0200401,0.00400802,0.01002,0.0220441,0.00601202,0.0240481,0.012024,0.0180361,0.00801603,0.0140281,0.01002,0.0220441,0.00200401,0.00801603,0.00601202,0.0220441,0.00801603,0.00801603,0,0.00801603,0.0140281,0.00801603,0.00801603,0.012024,0,0.012024,0.0160321,0.0240481,0.0200401,0,0.00601202,0,0.0200401,0.01002,0.0260521,2
0.00567108,0.0113422,0.00378072,0.00756144,0.00756144,0.00378072,0.00756144,0,0.0094518,0.0113422,0.0094518,0.0226843,0.00189036,0,0.00378072,0.0189036,0.0132325,0.00567108,0.00756144,0.00189036,0.020794,0,0.00567108,0.00378072,0.0113422,0.0132325,0.0151229,0.020794,0.0094518,0.0170132,0.0170132,0.0132325,0.0170132,0.0132325,0.00567108,0.0113422,0.0113422,0.0094518,0.00756144,0.020794,0.0113422,0.00567108,0.0132325,0.0151229,0.00567108,0.00756144,0.0094518,0.0094518,0.00189036,0.0170132,0,0.00378072,0,0.00189036,0.0132325,0.00378072,0.0094518,0.020794,0.020794,0.00378072,0.00567108,0.020794,0.00189036,0.0151229,0.00567108,0.0113422,0.0113422,0.0094518,0.0226843,0.0094518,0.0245747,0.00567108,0.0132325,0.00378072,0.00567108,0.00378072,0.0151229,0.00756144,0.0151229,0.0094518,0.0302457,0.00189036,0.0170132,0,0.00567108,0.0151229,0.0094518,0.00756144,0.0132325,0.00189036,0.0132325,0.0132325,0.0151229,0.0151229,0,0.00567108,0.00189036,0.0245747,0.00756144,0.0132325,2
0.00924214,0.012939,0.00184843,0.00739372,0.00739372,0.00184843,0.00924214,0.00369686,0.00924214,0.0147874,0.0147874,0.0221811,0,0.00184843,0.00184843,0.0203327,0.0166359,0.00184843,0.0110906,0.00184843,0.0221811,0,0.0147874,0.00184843,0.00739372,0.00739372,0.0110906,0.00924214,0.00739372,0.0166359,0.0110906,0.0147874,0.00924214,0.0147874,0.00369686,0.012939,0.0166359,0.0147874,0,0.0166359,0.0203327,0.00739372,0.0110906,0.0203327,0.00554529,0.00184843,0.012939,0.012939,0.00184843,0.0110906,0.00369686,0,0.00369686,0,0.00924214,0.00184843,0.0184843,0.0166359,0.0184843,0.0166359,0.00369686,0.0184843,0.00739372,0.00924214,0.012939,0.0184843,0.0147874,0.00554529,0.0203327,0.00924214,0.0166359,0.0110906,0.00739372,0.00739372,0.0110906,0.00554529,0.0203327,0.00369686,0.00924214,0.0166359,0.0184843,0.00369686,0.00924214,0.00369686,0.00924214,0.0147874,0.00924214,0.0110906,0.0221811,0.00184843,0.012939,0.00924214,0.012939,0.00739372,0,0.012939,0,0.0184843,0.00924214,0.00739372,2
0.00548446,0.0182815,0.00548446,0.00731261,0.00731261,0.00548446,0.00731261,0.00182815,0.0109689,0.00731261,0.00914077,0.0255942,0.00548446,0,0.00365631,0.0274223,0.0164534,0.00365631,0.0146252,0.00548446,0.023766,0.00365631,0.0127971,0.00365631,0.00365631,0.00365631,0.0182815,0.0109689,0.0164534,0.023766,0.0109689,0.023766,0.00731261,0.0109689,0.00365631,0.00731261,0.00914077,0.00548446,0.00548446,0.00914077,0.0146252,0.00914077,0.0127971,0.023766,0.00914077,0.00182815,0.0127971,0.00548446,0.00182815,0.0164534,0.00365631,0,0.00731261,0,0.0127971,0.00365631,0.00914077,0.0146252,0.0164534,0.00731261,0.00731261,0.0201097,0,0.00731261,0.00731261,0.0146252,0.00914077,0.00548446,0.0146252,0.00731261,0.0329068,0.00731261,0.00731261,0.00914077,0.00731261,0.00914077,0.0201097,0.00548446,0.0164534,0.0146252,0.0146252,0.00548446,0.00731261,0.00365631,0.00731261,0.0182815,0.00182815,0.00914077,0.00914077,0.00365631,0.0109689,0.0109689,0.0164534,0.0146252,0.00182815,0.00914077,0.00182815,0.0182815,0.0164534,0.0109689,2
0.0113422,0.0170132,0.00378072,0.00756144,0.00756144,0.00756144,0.00567108,0.00189036,0.0094518,0.0094518,0.00756144,0.0189036,0,0.00189036,0.00189036,0.0151229,0.0170132,0.00567108,0.0151229,0.00378072,0.0283554,0,0.0094518,0.00189036,0.00756144,0.00567108,0.0245747,0.0151229,0.0151229,0.0245747,0.0113422,0.0245747,0.00756144,0.0151229,0.00567108,0.00378072,0.00756144,0.0094518,0.00378072,0.0113422,0.0151229,0.00756144,0.00756144,0.0226843,0.0113422,0.00189036,0.0170132,0.0151229,0.00378072,0.00756144,0,0.00189036,0,0,0.0113422,0.00378072,0.0132325,0.0189036,0.0151229,0.00189036,0.00756144,0.0189036,0.00567108,0.0151229,0.00756144,0.0170132,0.00567108,0.00567108,0.0132325,0.00756144,0.0189036,0.00756144,0.00756144,0.00567108,0.0132325,0.00567108,0.0170132,0.0132325,0.0113422,0.0094518,0.0113422,0.0132325,0.0094518,0.00378072,0.0094518,0.0132325,0.00567108,0.0113422,0.0170132,0.00756144,0.00756144,0.020794,0.0113422,0.0151229,0,0.0113422,0.00189036,0.0151229,0.0151229,0.0094518,2
0.00827815,0.013245,0.00165563,0.00827815,0.00827815,0.0149007,0.00496689,0.0182119,0.0115894,0.0115894,0.00496689,0.0298013,0.00331126,0.00993378,0.00331126,0.00993378,0.0264901,0.00662252,0.00993378,0.00827815,0.0115894,0.0165563,0.00827815,0.0115894,0.00496689,0.00662252,0.00827815,0.00827815,0.00993378,0.013245,0.0182119,0.0215232,0.00993378,0.0115894,0.0115894,0.00662252,0.00993378,0.00662252,0.00827815,0.013245,0.0149007,0.00496689,0.00496689,0.00827815,0.00662252,0.00496689,0.0115894,0.00662252,0.00331126,0.00993378,0.00993378,0.00827815,0.00827815,0.00496689,0.00662252,0.00662252,0.00496689,0.0231788,0.0198676,0.00827815,0.00496689,0.00993378,0.00662252,0.0182119,0.00827815,0.00662252,0.00993378,0.00662252,0.00827815,0.00827815,0.013245,0.00496689,0.0231788,0.00331126,0,0.00662252,0.0115894,0.00496689,0.0198676,0.00662252,0.0281457,0.00827815,0.00496689,0,0.00165563,0.00496689,0.0115894,0.00662252,0.0248344,0.00662252,0.0165563,0.0149007,0.00496689,0.0182119,0.00165563,0.00993378,0.00331126,0.0165563,0.00331126,0.0231788,2
0.00826446,0.0181818,0.00661157,0.00991736,0.0132231,0.00991736,0.00661157,0.00826446,0.0132231,0.00826446,0.00826446,0.0247934,0.00330579,0.00991736,0.00330579,0.014876,0.0247934,0.00826446,0.0132231,0.00826446,0.00826446,0.00495868,0.0198347,0.00826446,0.0115702,0.00330579,0.00991736,0.0165289,0.00330579,0.014876,0.00991736,0.0247934,0.00826446,0.00991736,0.00826446,0.00661157,0.00495868,0.00661157,0.00330579,0.00991736,0.0115702,0.00495868,0.00495868,0.00991736,0.00826446,0.00330579,0.00826446,0.00991736,0.00826446,0.00495868,0.00661157,0.00991736,0.00661157,0.00661157,0.0115702,0.00661157,0.00495868,0.0132231,0.0198347,0.00991736,0.00826446,0.00991736,0.00165289,0.0165289,0.00495868,0.014876,0.00661157,0.00165289,0.00826446,0,0.0165289,0.0115702,0.031405,0.00330579,0.00330579,0.00826446,0.0115702,0.00991736,0.0132231,0.0181818,0.0247934,0.00991736,0.00826446,0.00165289,0.00165289,0.00495868,0.00991736,0.00661157,0.0181818,0.00826446,0.00991736,0.0181818,0.00330579,0.0198347,0.00165289,0.0115702,0.00330579,0.014876,0.0132231,0.0247934,2
0.00782473,0.0172144,0.00625978,0.00625978,0.00938967,0.00938967,0.00469484,0.0140845,0.00938967,0.0125196,0.0140845,0.0203443,0.00469484,0.00469484,0.00156495,0.0140845,0.0203443,0.00625978,0.0140845,0.00625978,0.0156495,0.0140845,0.00469484,0.00782473,0.0109546,0.00156495,0.00938967,0.00782473,0.00625978,0.0125196,0.0140845,0.0250391,0.0156495,0.00625978,0.00312989,0.0156495,0.00469484,0.00312989,0.00782473,0.0109546,0.0125196,0.00625978,0.00782473,0.0125196,0.00312989,0.00469484,0.00938967,0.00782473,0.0109546,0.00782473,0.0125196,0.00625978,0.00469484,0.00625978,0.00782473,0.00156495,0.0125196,0.0109546,0.0172144,0.00782473,0.00625978,0.0140845,0.00156495,0.0156495,0.00782473,0.0109546,0.00782473,0.00625978,0.0140845,0.00312989,0.00938967,0.0140845,0.029734,0.00469484,0.00782473,0.00625978,0.00782473,0.0109546,0.00938967,0.00938967,0.0266041,0.0109546,0.00625978,0,0.00469484,0.00782473,0.0109546,0.00469484,0.0266041,0.00782473,0.0140845,0.0140845,0.00469484,0.0187793,0.00469484,0.00782473,0.00312989,0.0109546,0.0125196,0.0344288,2
0.00764526,0.0107034,0.0107034,0.00917431,0.0107034,0.0152905,0.00458716,0.00764526,0.0137615,0.00764526,0.00764526,0.0259939,0.0030581,0.0030581,0,0.00458716,0.0214067,0.0107034,0.0183486,0.00764526,0.0122324,0.00458716,0.00611621,0.0152905,0.0107034,0.00611621,0.00764526,0.0107034,0.00917431,0.0122324,0.0137615,0.0137615,0.00458716,0.00611621,0.00611621,0.0137615,0.00458716,0.00764526,0.00152905,0.0122324,0.0107034,0.0030581,0.0030581,0.0183486,0.00458716,0.00458716,0.0168196,0.00458716,0.00611621,0.00611621,0.0183486,0.00764526,0.00764526,0.00611621,0.00764526,0.00764526,0.00611621,0.0122324,0.0152905,0.0122324,0.00152905,0.00764526,0.00458716,0.0152905,0.00458716,0.0122324,0.00917431,0.00611621,0.00917431,0.0030581,0.0152905,0.00764526,0.0366972,0.00611621,0.00458716,0.00764526,0.0183486,0.0107034,0.029052,0.0183486,0.0259939,0.00611621,0.0030581,0,0.00611621,0.00611621,0.00764526,0.00764526,0.0152905,0.0107034,0.00917431,0.0152905,0.00458716,0.0275229,0.00152905,0.0107034,0.0030581,0.00917431,0.0198777,0.0244648,2
0.00792393,0.0190174,0.00633914,0.00792393,0.0158479,0.00792393,0.00158479,0.0174326,0.0142631,0.00792393,0.00950872,0.0158479,0.00316957,0.00633914,0.00475436,0.0142631,0.0237718,0.0190174,0.022187,0.00792393,0.0126783,0.00316957,0.0126783,0.0126783,0.00475436,0.00792393,0.0110935,0.00633914,0.00792393,0.0126783,0.00950872,0.0190174,0.00792393,0.00633914,0.00633914,0.00792393,0.00950872,0.00633914,0.00633914,0.00633914,0.0142631,0.00633914,0.00950872,0.0110935,0.00633914,0.00316957,0.0190174,0.00950872,0.00475436,0.00633914,0.0126783,0.00475436,0.00633914,0.00633914,0.00475436,0.00792393,0.00633914,0.00950872,0.0174326,0.0110935,0.00950872,0.00792393,0.0126783,0.0190174,0.00792393,0.0126783,0.00792393,0.00792393,0.00633914,0.00792393,0.0142631,0.00158479,0.0237718,0.00475436,0.00792393,0.00633914,0.00950872,0.00950872,0.0174326,0.0126783,0.022187,0.00633914,0.00792393,0,0.00475436,0.0110935,0.00633914,0.00316957,0.0237718,0.00316957,0.0110935,0.0158479,0.00792393,0.0348653,0.00158479,0.00633914,0.00316957,0.00792393,0.00950872,0.0174326,2
0.00950872,0.0126783,0.00950872,0.00950872,0.0110935,0.00633914,0.00158479,0.00633914,0.00792393,0.00950872,0.00633914,0.0174326,0.00158479,0.00316957,0.00158479,0.0142631,0.022187,0.0110935,0.00950872,0.00792393,0.0126783,0.00792393,0.0126783,0.0110935,0.0110935,0.0110935,0.00792393,0.0110935,0.0126783,0.0269414,0.00950872,0.00792393,0.00792393,0.00950872,0.00950872,0.00792393,0.0110935,0.00950872,0,0.00475436,0.0126783,0.00316957,0.00475436,0.0126783,0.00158479,0.00316957,0.00633914,0.00792393,0.0126783,0.00633914,0.0126783,0.00475436,0.00633914,0.00475436,0.00792393,0.00633914,0.0110935,0.0110935,0.0158479,0.0126783,0.00792393,0.0174326,0.0110935,0.0142631,0.00792393,0.0142631,0.0126783,0.00316957,0.00950872,0.00792393,0.0158479,0.00950872,0.0301109,0.00475436,0.00475436,0.00633914,0.00792393,0.00950872,0.0269414,0.0110935,0.0269414,0.00950872,0.00792393,0,0.00950872,0.00950872,0.00633914,0.00316957,0.0206022,0.00475436,0.0110935,0.0174326,0.00792393,0.022187,0.00158479,0.0110935,0.00475436,0.0174326,0.00475436,0.0237718,2
